State/Province,Proponent,VCS Project Status,Estimated Annual Emission Reductions,VCS Project Type,VCS Methodology,VCS Project Validator,Project Registration Date,Crediting Period Term,links,filename_raw,filename,updated_date,file_size,id
Republic of Korea,Korea Energy Management Corporation,Late to verify,10310,Energy industries (renewable/non-renewable sources),AMS-III.B.,Korean Standards Association (KSA),08/12/2009,"2nd, 01/01/2019 - 31/12/2028",,,,,0,235
Maharastra,M/s. Rajmal Lakhichand,Registered,20272,Energy industries (renewable/non-renewable sources),AMS-I.D.,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/04/2006 - 31/03/2016",,,,,0,236
Maharashtra,M/s. NITCO Limited,Late to verify,11903,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",08/12/2009,"CREDITING PERIOD HAS EXPIRED, 01/04/2006 - 31/03/2016",,,,,0,237
North Sulawesi Province,PT. Cipta Daya Nusantara,Registered,11637,Energy industries (renewable/non-renewable sources),AMS-I.D.,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,,,,,,0,238
Inner Mongolia Autonomous Region,Carbon Resource Management Ltd,Late to verify,129013,Energy industries (renewable/non-renewable sources),ACM0002,Det Norske Veritas Climate Change Services AS (DNV),09/12/2009,"3rd, 01/04/2022 - 31/03/2029",,,,,0,239
Maharashtra,M/s. Sri Kumarswamy Mineral Exports,Late to verify,23806,Energy industries (renewable/non-renewable sources),AMS-I.D.,Tuev Nord Cert GmbH (Tuev Nord),11/12/2009,"CREDITING PERIOD HAS EXPIRED, 28/02/2007 - 27/02/2017",,,,,0,240
Sichuan Province,"Yanbian Heli Electric Power Co., Ltd.",Registered,14426,Energy industries (renewable/non-renewable sources),ACM0002,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"2nd, 26/05/2018 - 25/05/2028",,,,,0,241
Sichuan Province,"Miyi Deshi Xinxin Hydroelectricity Co., Ltd.",Registered,18168,Energy industries (renewable/non-renewable sources),ACM0002,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"3rd, 20/09/2018 - 19/09/2025",,,,,0,242
na,PT Dalle Energy Batam,Registered,50786,Energy industries (renewable/non-renewable sources),AM0029,Bureau Veritas Certification Holding SAS (Bureau Veritas),06/04/2020,,,,,,0,243
State of Karnataka,Kashyap J. Majethia,Late to verify,18713,Energy industries (renewable/non-renewable sources),AMS-I.D.,Tuev Nord Cert GmbH (Tuev Nord),11/12/2009,"1st, 21/03/2007 - 20/03/2017",,,,,0,244
Tamil Nadu and Maharashtra,KAMAL ENGINEERING CORPORATION[UNIT OF KEC INDUSTRI,Late to verify,5016,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",25/11/2009,"CREDITING PERIOD HAS EXPIRED, 28/03/2006 - 27/03/2016",,,,,0,245
Fujian,"Fujian Jinhu Power Co., Ltd.",Registered,105990,Energy industries (renewable/non-renewable sources),ACM0002,Tuev Sued Industrie Service GmbH (Tuev Sued),06/04/2020,,,,,,0,246
Minas Gerais,Companhia de Fiação e Tecidos Santo Antonio,Registered,14692,Energy industries (renewable/non-renewable sources),AMS-I.C.,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,,,,,,0,247
Maharashtra,M/s. Garden Court Distilleries Pvt. Ltd.,Late to verify,1984,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",16/12/2009,"1st, 31/03/2016 - 30/03/2026",,,,,0,248
Tamil Nadu,Tamilnadu Petroproducts Limited,Late to verify,8012,Energy industries (renewable/non-renewable sources),ACM0012,Tuev Nord Cert GmbH (Tuev Nord),18/12/2009,"CREDITING PERIOD HAS EXPIRED, 29/03/2006 - 28/03/2016",,,,,0,252
Fujian Province,Fujian Tianyi Renewable Energy Technology & Utiliz,Registered,50000,Energy industries (renewable/non-renewable sources),"ACM0001,AMS-I.D.",Germanischer Lloyd Certification GmbH (GLC),18/12/2009,"CREDITING PERIOD HAS EXPIRED, 01/06/2008 - 31/05/2018",,,,,0,253
Guangdong Province,China Resources Wind Power(Shantou) Co.Ltd,Registered,50000,Energy industries (renewable/non-renewable sources),ACM0002,Tuev Nord Cert GmbH (Tuev Nord),18/12/2009,"CREDITING PERIOD HAS EXPIRED, 01/01/2008 - 31/12/2017",,,,,0,254
Karnataka,Bhoruka Power Corporation Limited,Registered,18416,Energy industries (renewable/non-renewable sources),AMS-I.D.,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"2nd, 29/09/2017 - 28/09/2027",,,,,0,255
"Muang District, Surin Province","Mungcharoen Green Power Co., Ltd. (MGP)",Registered,39563,Energy industries (renewable/non-renewable sources),AMS-I.D.,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 23/01/2007 - 22/01/2017",,,,,0,256
Karnataka,M/s. VRL Logistics Limited,Registered,91294,Energy industries (renewable/non-renewable sources),ACM0002,SGS United Kingdom Ltd. (SGS),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/12/2008 - 30/11/2018",,,,,0,257
Shandong Province,China Resources Wind Power (Yantai) Co. Ltd,Registered,107488,Energy industries (renewable/non-renewable sources),ACM0002,Tuev Nord Cert GmbH (Tuev Nord),04/06/2020,"CREDITING PERIOD HAS EXPIRED, 20/12/2008 - 19/12/2018",,,,,0,258
Tamilnadu,R.S.J.Ozone Private Limited,Late to verify,74041,Energy industries (renewable/non-renewable sources),ACM0002,Tuev Nord Cert GmbH (Tuev Nord),25/12/2009,"CREDITING PERIOD HAS EXPIRED, 01/04/2006 - 31/03/2016",,,,,0,259
Karnataka,JINDAL ALUMINIUM LIMITED,Registered,15961,Energy industries (renewable/non-renewable sources),AMS-I.D.,Bureau Veritas Certification Holding SAS (Bureau Veritas),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/03/2008 - 28/02/2018",,,,,0,260
Uttar Pradesh,Sukhbir Agro Energy Limited,Late to verify,26883,Energy industries (renewable/non-renewable sources),AMS-I.C.,Tuev Nord Cert GmbH (Tuev Nord),30/12/2009,"CREDITING PERIOD HAS EXPIRED, 30/08/2007 - 29/08/2017",,,,,0,261
Hainan Province,"Huasheng Tianya Cement Co., Ltd.",Registered,38400,Energy industries (renewable/non-renewable sources),ACM0002,Tuev Sued Industrie Service GmbH (Tuev Sued),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 10/06/2007 - 09/06/2017",,,,,0,262
Tamil Nadu,COROMANDEL ELECTRIC CO LTD,Late to verify,43481,Energy industries (renewable/non-renewable sources),AM0029,Tuev Nord Cert GmbH (Tuev Nord),31/12/2009,"CREDITING PERIOD HAS EXPIRED, 30/03/2006 - 29/03/2016",,,,,0,263
Kahramanmaras Province,Tektuð Elektrik Üretim A.Þ.,Registered,40528,Energy industries (renewable/non-renewable sources),ACM0002,Bureau Veritas Certification Holding SAS (Bureau Veritas),06/04/2020,"2nd, 28/03/2016 - 27/03/2026",,,,,0,264
Gulbarga and Mandya Districts in Karnataka,Bhoruka Power Corporation Limited,Registered,16867,Energy industries (renewable/non-renewable sources),AMS-I.D.,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/04/2006 - 31/03/2016",,,,,0,265
Maharashtra,Multiple Proponents,Late to verify,27830,Energy industries (renewable/non-renewable sources),ACM0002,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",31/12/2009,"2nd, 01/04/2016 - 31/03/2026",,,,,0,266
Rajasthan,BALKRISHNA INDUSTRIES LIMITED,Late to verify,8059,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",06/01/2010,"CREDITING PERIOD HAS EXPIRED, 28/03/2006 - 27/03/2016",,,,,0,267
Maharashtra,C . J . SHAH & CO,Registered,3697,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",06/01/2010,"CREDITING PERIOD HAS EXPIRED, 28/03/2006 - 27/03/2016",,,,,0,268
Maharashtra,Salora International Limited,Registered,9440,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",06/01/2010,"CREDITING PERIOD HAS EXPIRED, 31/07/2006 - 30/07/2016",,,,,0,269
Karnataka,Ensemble Infrastructure India Limited,Late to verify,2557,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",06/01/2010,"CREDITING PERIOD HAS EXPIRED, 28/03/2006 - 27/03/2016",,,,,0,270
Maharashtra,Euro Vistaa (India) Limited,Late to verify,1848,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",06/01/2010,"CREDITING PERIOD HAS EXPIRED, 28/03/2006 - 27/03/2016",,,,,0,271
Canterbury,Christchurch City Council,Registered,40000,Waste handling and disposal,"ACM0001,AMS-III.B.",Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,,,,,,0,272
Liaoning Province,"Three Gorges New Energy Diaobingshan Wind Power Co., Ltd.",Registered,107541,Energy industries (renewable/non-renewable sources),ACM0002,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"2nd, 02/02/2018 - 01/02/2028",,,,,0,273
Uttarakhand,Regency Aquaelectro & Motelresorts Ltd.,Registered,18422,Energy industries (renewable/non-renewable sources),AMS-I.D.,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 28/03/2006 - 27/03/2016",,,,,0,274
Tamil Nadu,RAKESH BUILDERS | DEVELOPERS,Registered,11147,Energy industries (renewable/non-renewable sources),AMS-I.D.,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 28/09/2006 - 27/09/2016",,,,,0,275
Jilin Province,"Jilin Longyuan Wind Power Co., Ltd.",Registered,249920,Energy industries (renewable/non-renewable sources),ACM0002,SGS United Kingdom Ltd. (SGS),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/12/2008 - 30/11/2015",,,,,0,276
Hebei Province,"Longyuan (Zhangjiakou) Wind Power Co., Ltd.",Registered,122445,Energy industries (renewable/non-renewable sources),ACM0002,SGS United Kingdom Ltd. (SGS),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 18/02/2008 - 17/02/2018",,,,,0,277
Henan Province,"Luoyang Huanghe Tongli Cement Co., Ltd",Registered,54519,Energy industries (renewable/non-renewable sources),ACM0012,Bureau Veritas Certification Holding SAS (Bureau Veritas),06/04/2020,,,,,,0,278
Henan Province,"Xinxiang Pingyuan Tongli Cement Co., Ltd",Registered,54519,Energy industries (renewable/non-renewable sources),ACM0012,Bureau Veritas Certification Holding SAS (Bureau Veritas),06/04/2020,,,,,,0,279
Henan Province,"Zhumadian Yulong Tongli Cement Co., Ltd",Registered,54519,Energy industries (renewable/non-renewable sources),ACM0012,Bureau Veritas Certification Holding SAS (Bureau Veritas),06/04/2020,,,,,,0,280
Erode district in the state of Tamil Nadu,Enercon (India) Limited,Registered,29342,Energy industries (renewable/non-renewable sources),ACM0002,SGS United Kingdom Ltd. (SGS),06/04/2020,"1st, 01/03/2015 - 28/02/2025",,,,,0,281
Rajasthan,DCM Shriram Consolidated Limited,Late to verify,21807,Manufacturing industries,AMS-III.Q,Bureau Veritas Certification Holding SAS (Bureau Veritas),13/01/2010,"CREDITING PERIOD HAS EXPIRED, 28/03/2006 - 27/03/2016",,,,,0,282
Guizhou Province,Liupanshui Tuoyuan Group Co. Ltd.,Registered,84852,Energy industries (renewable/non-renewable sources),ACM0002,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"2nd, 26/06/2016 - 25/06/2026",,,,,0,283
Guizhou Province,Zhenning Yuefeng Hydro Power  Development Co. Ltd.,Withdrawn,43650,Energy industries (renewable/non-renewable sources),ACM0002,Det Norske Veritas Climate Change Services AS (DNV),,,,,,,0,284
Uttar Pradesh,KRBL LIMITED,Registered,17781,Energy industries (renewable/non-renewable sources),,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,,,,,,0,285
Espirito Santo,Energest SA,Registered,50466,Energy industries (renewable/non-renewable sources),ACM0002,Bureau Veritas Certification Holding SAS (Bureau Veritas),06/04/2020,,,,,,0,286
West Bengal,"Howrah Mills Co. Ltd.,",Late to verify,3975,Energy industries (renewable/non-renewable sources),AMS-I.C.,Tuev Nord Cert GmbH (Tuev Nord),13/01/2010,"3rd, 01/05/2021 - 30/04/2028",,,,,0,287
Karnataka,DLF Limited,Registered,23487,Energy industries (renewable/non-renewable sources),ACM0002,Bureau Veritas Certification Holding SAS (Bureau Veritas),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 10/06/2016 - 09/06/2023",,,,,0,289
FL,Lee County Board of County Commissioners SW Div.,Registered,10864,Energy industries (renewable/non-renewable sources),AM0025,"First Environment, Inc. (First Environment)",06/04/2020,"2nd, 18/08/2017 - 17/08/2027",,,,,0,290
Maharashtra,"YASHWANTRAO MOHITE KRISHNA SSK LTD, RETHARE BK.",Late to verify,49193,Waste handling and disposal,AMS-III.H.,RINA S.p.A (RINA),18/01/2010,"2nd, 18/05/2017 - 17/05/2027",,,,,0,291
Punjab,Sukhbir Agro Energy Limited,Late to verify,12422,Energy industries (renewable/non-renewable sources),AMS-I.C.,Tuev Nord Cert GmbH (Tuev Nord),20/01/2010,"1st, 28/03/2006 - 27/03/2026",,,,,0,293
Jiangsu Province,"Jiangsu Longyuan Wind Power Co., Ltd.",Registered,98526,Energy industries (renewable/non-renewable sources),ACM0002,China Classification Society Certification Company (CCSC),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 06/12/2007 - 05/12/2017",,,,,0,294
Gansu Province,"Gansu Jinshui Power Development Co., Ltd",Late to verify,34133,Energy industries (renewable/non-renewable sources),AMS-I.D.,"China Environmental United Certification Center Co., Ltd. (CEC)",25/01/2010,"CREDITING PERIOD HAS EXPIRED, 01/04/2016 - 31/03/2023",,,,,0,295
Maharashtra,Poonawalla Fincorp Ltd,Late to verify,3096,Energy industries (renewable/non-renewable sources),AMS-I.D.,SGS United Kingdom Ltd. (SGS),05/01/2010,"CREDITING PERIOD HAS EXPIRED, 31/03/2006 - 30/03/2016",,,,,0,296
Maharashtra,Gujarat JHM Hotels Ltd,Registered,5082,Energy industries (renewable/non-renewable sources),,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,,,,,,0,297
Maharastra,ACB (INDIA) LIMITED,Registered,23816,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",06/04/2020,"2nd, 28/03/2016 - 27/03/2026",,,,,0,298
Rajasthan,Aishwarya Rai,Late to verify,4439,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",01/02/2010,"CREDITING PERIOD HAS EXPIRED, 01/04/2006 - 31/03/2016",,,,,0,299
Maharashtra,Aishwarya Rai,Late to verify,3969,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",01/02/2010,"CREDITING PERIOD HAS EXPIRED, 01/04/2006 - 31/03/2016",,,,,0,300
Gujarat,M/s Umedica laboratories Private Limited,Registered,1056,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/04/2006 - 31/03/2016",,,,,0,301
Karnataka,Rajesh Construction Company Limited,Registered,5381,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/04/2006 - 31/03/2016",,,,,0,302
Maharashtra,Savita Oil Technologies Limited,Registered,15480,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",01/02/2010,"CREDITING PERIOD HAS EXPIRED, 13/02/2007 - 12/02/2017",,,,,0,303
Paraná,Centrais Eletricas do Rio Jordao S.A. - ELEJOR,Registered,265585,Energy industries (renewable/non-renewable sources),ACM0002,Bureau Veritas Certification Holding SAS (Bureau Veritas),06/04/2020,"3rd, 01/10/2021 - 30/09/2028",,,,,0,304
Tamil Nadu,VVD AND SONS PRIVATE LIMITED,Registered,8820,Energy industries (renewable/non-renewable sources),AMS-I.D.,Tuev Nord Cert GmbH (Tuev Nord),02/02/2010,"CREDITING PERIOD HAS EXPIRED, 15/04/2006 - 14/04/2016",,,,,0,305
Madhya Pradesh (MP) and Gujarat,KS Oils Ltd,Late to verify,16670,Energy industries (renewable/non-renewable sources),AMS-I.D.,SGS United Kingdom Ltd. (SGS),02/02/2010,"CREDITING PERIOD HAS EXPIRED, 01/11/2008 - 31/10/2018",,,,,0,306
Daegu Metropolitan City,Daegu Metropolitan City,Registered,404872,Waste handling and disposal,ACM0001,"First Environment, Inc. (First Environment)",06/04/2020,"3rd, 01/08/2021 - 31/07/2028",,,,,0,307
Rajasthan,Yamuna Power & Infrastructure Limited,Registered,3921,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",06/04/2020,"CREDITING PERIOD HAS EXPIRED, 28/03/2006 - 27/03/2016",,,,,0,308
Maharashtra & Gujarat,UIC UDYOG LIMITED,Late to verify,11922,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",08/02/2010,"CREDITING PERIOD HAS EXPIRED, 05/02/2007 - 04/02/2017",,,,,0,309
Maharashtra & Gujarat,ERA INFRA ENGINEERING LTD,Late to verify,14630,Energy industries (renewable/non-renewable sources),AMS-I.D.,Tuev Nord Cert GmbH (Tuev Nord),08/02/2010,"2nd, 30/09/2016 - 29/09/2026",,,,,0,310
Gujarat,ERA LANDMARKS LTD,Late to verify,24497,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",08/02/2010,"CREDITING PERIOD HAS EXPIRED, 26/03/2007 - 25/03/2017",,,,,0,311
Guizhou Province,Macaohe Hydro Power Development in Songtao County,Registered,26969,Energy industries (renewable/non-renewable sources),ACM0002,Bureau Veritas Certification Holding SAS (Bureau Veritas),06/04/2020,,,,,,0,313
Tamil Nadu,Multiple Proponents,Registered,25305,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",10/02/2010,"CREDITING PERIOD HAS EXPIRED, 28/03/2006 - 27/03/2016",,,,,0,314
Maharashtra,MODELAMA EXPORTS LTD,Registered,13179,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",06/04/2020,"2nd, 01/04/2016 - 31/03/2026",,,,,0,315
,AGRO INDUSTRIAL PARAMONGA SAA,Late to verify,123136,Energy industries (renewable/non-renewable sources),AM0036,Det Norske Veritas Climate Change Services AS (DNV),11/02/2010,"CREDITING PERIOD HAS EXPIRED, 01/01/2007 - 31/12/2016",,,,,0,316
MS,Recast Energy LLC,Late to verify,17196,Energy industries (renewable/non-renewable sources),AMS-I.C.,"First Environment, Inc. (First Environment)",26/01/2010,"CREDITING PERIOD HAS EXPIRED, 01/02/2008 - 31/01/2018",,,,,0,317
Gansu Province,"Gansu CGNPC Wind Power Co., Ltd",Registered,115912,Energy industries (renewable/non-renewable sources),ACM0002,Tuev Sued Industrie Service GmbH (Tuev Sued),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 13/10/2015 - 12/10/2022",,,,,0,319
Delhi,IL&FS Ecosmart Limited,Registered,17546,Waste handling and disposal,AMS-III.F.,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 15/06/2016 - 14/06/2023",,,,,0,320
"Maharashtra, Tamil Nadu, and Rajasthan",Interocean Shipping (India) Pvt. Ltd.,Registered,9906,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",06/04/2020,"CREDITING PERIOD HAS EXPIRED, 28/03/2006 - 27/03/2016",,,,,0,321
Sao Paulo,Multiple Proponents,Registered,10275,Energy industries (renewable/non-renewable sources),AMS-I.C.,Tuev Nord Cert GmbH (Tuev Nord),07/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/04/2006 - 31/03/2016",,,,,0,322
Sao Paulo,Indústria Cerâmica Panorama LTDA.,Registered,7398,Energy industries (renewable/non-renewable sources),AMS-I.E.,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/08/2006 - 31/07/2016",,,,,0,323
Sichuan Province,"Sichuan Ebian Lugouhe Hydroelectricity Co., Ltd.",Registered,18928,Energy industries (renewable/non-renewable sources),AMS-I.D.,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 26/10/2005 - 25/10/2012",,,,,0,325
Sichuan Province,"Sichuan Ebian Jindong Tiji Hydropower Co., Ltd.",On Hold - see notification letter,17326,Energy industries (renewable/non-renewable sources),AMS-I.D.,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"1st, 25/12/2004 - 24/12/2011",,,,,0,326
Sichuan Province,"Yanbian Mingyuan Electric Power Co., Ltd",Registered,15121,Energy industries (renewable/non-renewable sources),AMS-I.D.,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"2nd, 03/08/2015 - 02/08/2025",,,,,0,327
Sichuan Province,"Panzhihua Reshuihe Power Development Co., Ltd.",Registered,24357,Energy industries (renewable/non-renewable sources),AMS-I.D.,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"2nd, 29/12/2015 - 28/12/2025",,,,,0,328
Rio de Janeiro,Multiple Proponents,Registered,19599,Energy industries (renewable/non-renewable sources),AMS-I.C.,Tuev Nord Cert GmbH (Tuev Nord),07/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/04/2006 - 31/03/2016",,,,,0,329
Guizhou Province,"Wutuhe Hydro Power Development Co.,Ltd of Liupansh",Registered,24445,Energy industries (renewable/non-renewable sources),AMS-I.D.,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"2nd, 28/03/2016 - 27/03/2026",,,,,0,330
Maharashtra,MSPL Limited,Late to verify,36804,Energy industries (renewable/non-renewable sources),ACM0002,Tuev Nord Cert GmbH (Tuev Nord),24/02/2010,"CREDITING PERIOD HAS EXPIRED, 31/03/2006 - 30/03/2016",,,,,0,331
São Paulo and Paraná,Dori Alimentos LTDA.,Registered,11377,Energy industries (renewable/non-renewable sources),AMS-I.C.,Earthood Services Private Limited,06/04/2020,"2nd, 01/04/2016 - 31/03/2026",,,,,0,332
Yunnan Province,"Luquan Yulong Power Generation Co., Ltd.",Late to verify,35000,Energy industries (renewable/non-renewable sources),AMS-I.D.,,03/03/2010,"1st, 01/02/2009 - 31/01/2016",,,,,0,333
North Brabant,Cleanergy BV,Registered,9643,Energy industries (renewable/non-renewable sources),"AMS-I.C.,AMS-III.D.",TUV Rheinland (China) Ltd.,04/06/2020,"CREDITING PERIOD HAS EXPIRED, 01/05/2006 - 30/04/2016",,,,,0,334
North Brabant,Aben Recycling BV,Verification approval requested,18021,Energy industries (renewable/non-renewable sources),"AMS-I.C.,AMS-III.D.,AMS-III.AO.",Carbon Check (India) Private Ltd.,13/05/2022,"2nd, 01/05/2016 - 30/04/2026",,,,,0,335
Limburg,Houbensteyn milieu BV,Verification approval requested,15201,Energy industries (renewable/non-renewable sources),"AMS-I.C.,AMS-III.D.,AMS-III.AO.",KBS Certification Services Limited,17/05/2022,"CREDITING PERIOD HAS EXPIRED, 01/05/2006 - 30/04/2016",,,,,0,336
North Brabant,B.V. Landgoed de Princepeel,Verification approval requested,17209,Waste handling and disposal,"AMS-I.C.,AMS-III.D.,AMS-III.AO.",TUV Rheinland (China) Ltd.,13/05/2022,"1st, 01/06/2007 - 31/05/2027",,,,,0,337
North Brabant,Praktijkcentrum Sterksel,Registered,2180,Energy industries (renewable/non-renewable sources),"AMS-I.C.,AMS-III.D.",TUV Rheinland (China) Ltd.,06/04/2020,,,,,,0,338
Uttarakhand,SHIRDI INDUSTRIES LTD,Late to verify,82004,Energy industries (renewable/non-renewable sources),AMS-I.C.,Tuev Nord Cert GmbH (Tuev Nord),05/03/2010,"CREDITING PERIOD HAS EXPIRED, 07/02/2007 - 06/02/2017",,,,,0,339
Delhi,Indo Enviro Integrated Solutions Private Ltd,Registered,8525,Waste handling and disposal,AMS-III.F.,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 15/06/2009 - 14/06/2016",,,,,0,340
Sao Paulo,Multiple Proponents,Late to verify,30042,Energy industries (renewable/non-renewable sources),AMS-I.E.,Tuev Nord Cert GmbH (Tuev Nord),07/09/2011,"CREDITING PERIOD HAS EXPIRED, 01/07/2006 - 30/06/2016",,,,,0,341
,Chianan Industry Co. Ltd.,Registered,36227,Energy industries (renewable/non-renewable sources),AMS-I.D.,Bureau Veritas Certification Holding SAS (Bureau Veritas),06/04/2020,,,,,,0,342
Tamil Nadu and Karnataka,PKPN Spinning Mills Pvt Ltd,Late to verify,15519,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",20/02/2010,"CREDITING PERIOD HAS EXPIRED, 03/04/2006 - 02/04/2016",,,,,0,343
Karnataka,Hindustan Zinc Limited,Withdrawn,65036,Energy industries (renewable/non-renewable sources),ACM0002,SGS United Kingdom Ltd. (SGS),09/03/2010,"CREDITING PERIOD HAS EXPIRED, 01/06/2008 - 31/05/2015",,,,,0,345
,Gujarat Fluorochemicals Limited (GFL),Registered,51618,Energy industries (renewable/non-renewable sources),ACM0002,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,,,,,,0,346
Tamil Nadu,Multiple Proponents,Registered,19456,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",06/04/2020,"CREDITING PERIOD HAS EXPIRED, 28/03/2006 - 27/03/2016",,,,,0,347
"Nellore District, Andhra Pradesh",BOLLINENI CASTINGS AND STEEL LIMITED,Late to verify,27813,Energy industries (renewable/non-renewable sources),AMS-I.D.,Tuev Nord Cert GmbH (Tuev Nord),03/03/2010,"2nd, 01/04/2016 - 31/03/2026",,,,,0,348
District Chitradurga in the state of Karnataka,MSPL Limited,Registered,17068,Energy industries (renewable/non-renewable sources),AMS-I.D.,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 28/03/2006 - 27/03/2016",,,,,0,349
"Western Region, Gujarat",Welspun India Limited,Late to verify,35131,Manufacturing industries,AMS-II.D.,Tuev Nord Cert GmbH (Tuev Nord),16/03/2010,"CREDITING PERIOD HAS EXPIRED, 01/06/2008 - 31/05/2018",,,,,0,350
"Maharashtra, Tamil Nadu",Kaypee Enterprises,Registered,23020,Energy industries (renewable/non-renewable sources),AMS-I.D.,"Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)",06/04/2020,"CREDITING PERIOD HAS EXPIRED, 28/03/2006 - 27/03/2016",,,,,0,351
