section,start_page,end_page,id,filename
A.2.2. Region/State/Province etc.,3,3,1774,1774_10331_pdd_(1).pdf
A.2.3. City/Town/Community etc.,3,3,1774,1774_10331_pdd_(1).pdf
A.2.4. Physical/Geographical location,3,4,1774,1774_10331_pdd_(1).pdf
A.3. Technologies and/or measures,4,9,1774,1774_10331_pdd_(1).pdf
A.4. Parties and project participants,9,9,1774,1774_10331_pdd_(1).pdf
A.5. Public funding of project activity,9,10,1774,1774_10331_pdd_(1).pdf
B.1. Reference of methodology and standardized baseline,10,10,1774,1774_10331_pdd_(1).pdf
B.2. Applicability of methodology and standardized baseline,10,13,1774,1774_10331_pdd_(1).pdf
B.3. Project boundary,13,14,1774,1774_10331_pdd_(1).pdf
B.4. Establishment and description of baseline scenario,14,15,1774,1774_10331_pdd_(1).pdf
B.5. Demonstration of additionality,15,15,1774,1774_10331_pdd_(1).pdf
B.6. Emission reductions,15,15,1774,1774_10331_pdd_(1).pdf
B.6.1. Explanation of methodological choices,15,30,1774,1774_10331_pdd_(1).pdf
B.6.2. Data and parameters fixed ex ante,30,34,1774,1774_10331_pdd_(1).pdf
B.6.3. Ex ante calculation of emission reductions,34,35,1774,1774_10331_pdd_(1).pdf
B.6.4. Summary of ex ante estimates of emission reductions,35,35,1774,1774_10331_pdd_(1).pdf
B.7. Monitoring plan,35,35,1774,1774_10331_pdd_(1).pdf
B.7.1. Data and parameters to be monitored,35,36,1774,1774_10331_pdd_(1).pdf
B.7.2. Sampling plan,36,36,1774,1774_10331_pdd_(1).pdf
B.7.3. Other elements of monitoring plan,36,38,1774,1774_10331_pdd_(1).pdf
B.8. Date of completion of application of methodology and standardized baseline and,38,38,1774,1774_10331_pdd_(1).pdf
C.1. Duration of project activity,38,38,1774,1774_10331_pdd_(1).pdf
C.1.1. Start date of project activity,38,38,1774,1774_10331_pdd_(1).pdf
C.1.2. Expected operational lifetime of project activity,38,38,1774,1774_10331_pdd_(1).pdf
C.2. Crediting period of project activity,38,38,1774,1774_10331_pdd_(1).pdf
C.2.1. Type of crediting period,38,39,1774,1774_10331_pdd_(1).pdf
C.2.2. Start date of crediting period,39,39,1774,1774_10331_pdd_(1).pdf
C.2.3. Length of crediting period,39,39,1774,1774_10331_pdd_(1).pdf
D.1. Analysis of environmental impacts,39,42,1774,1774_10331_pdd_(1).pdf
D.2. Environmental impact assessment,42,43,1774,1774_10331_pdd_(1).pdf
E.1. Solicitation of comments from local stakeholders,43,43,1774,1774_10331_pdd_(1).pdf
E.2. Summary of comments received,43,48,1774,1774_10331_pdd_(1).pdf
E.3. Report on consideration of comments received,48,48,1774,1774_10331_pdd_(1).pdf
A.1 Title of the Project activity:,1,1,966,966_tecamac_pdd.pdf
A.2. Description of the Project activity:,1,2,966,966_tecamac_pdd.pdf
A.3. Project participants:,2,3,966,966_tecamac_pdd.pdf
A.4. Technical description of the Project activity:,3,3,966,966_tecamac_pdd.pdf
A.4.1. Location of the Project activity:,3,3,966,966_tecamac_pdd.pdf
A.4.2. Category (ies) of Project activity:,3,4,966,966_tecamac_pdd.pdf
A.4.3. Technology to be employed by the Project activity:,4,5,966,966_tecamac_pdd.pdf
A.4.4. Estimated amount of emission reductions over the chosen crediting period:,5,5,966,966_tecamac_pdd.pdf
A.4.5. Public funding of the Project activity:,5,6,966,966_tecamac_pdd.pdf
B.1. Title and reference of the approved baseline and monitoring methodology applied to the,6,6,966,966_tecamac_pdd.pdf
B.2. Justification of the choice of the methodology and why it is applicable to the Project,6,6,966,966_tecamac_pdd.pdf
B.3. Description of the sources and gases included in the Project boundary,6,8,966,966_tecamac_pdd.pdf
B.4. Description of how the baseline scenario is identified and description of the identified,8,14,966,966_tecamac_pdd.pdf
B.5. Description of how the anthropogenic emissions of GHG by sources are reduced below,14,16,966,966_tecamac_pdd.pdf
B.6 Emission reductions,16,16,966,966_tecamac_pdd.pdf
B.6.1. Explanation of methodology choices:,16,29,966,966_tecamac_pdd.pdf
B.6.2. Data and parameters available at validation:,29,33,966,966_tecamac_pdd.pdf
B.6.3. Ex-ante calculation of emission reductions,33,38,966,966_tecamac_pdd.pdf
B.6.4. Summary of the ex-ante estimation of emission reductions:,38,39,966,966_tecamac_pdd.pdf
B.7. Application of the monitoring methodology and description of the monitoring plan:,39,39,966,966_tecamac_pdd.pdf
B.7.1. Data and parameters monitored:,39,43,966,966_tecamac_pdd.pdf
B.7.2. Description of the monitoring plan20:,43,44,966,966_tecamac_pdd.pdf
B.8. Date of completion of the application of the baseline study and monitoring methodology and,44,44,966,966_tecamac_pdd.pdf
C.1 Duration of the Project activity:,44,44,966,966_tecamac_pdd.pdf
C.1.1. Starting date of the Project activity:,44,44,966,966_tecamac_pdd.pdf
C.1.2. Expected operational lifetime of the Project activity:,44,44,966,966_tecamac_pdd.pdf
C.2 Choice of the crediting period and related information:,44,44,966,966_tecamac_pdd.pdf
C.2.1. Renewable crediting period,44,45,966,966_tecamac_pdd.pdf
C.2.2. Fixed crediting period:,45,45,966,966_tecamac_pdd.pdf
"D.1. Documentation on the analysis of the environmental impacts, including transboundary",45,46,966,966_tecamac_pdd.pdf
D.2. If environmental impacts are considered significant by the Project participants or the host,46,46,966,966_tecamac_pdd.pdf
E.1. Brief description how comments by local stakeholders have been invited and compiled:,46,50,966,966_tecamac_pdd.pdf
E.2. Summary of comments received:,50,52,966,966_tecamac_pdd.pdf
E.3. Report on how due account was taken of any comments received:,52,52,966,966_tecamac_pdd.pdf
2.3.1 Stakeholder Access to Project Documents (G3.1) 44,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.3.2 Dissemination of Summary Project Documents (G3.1) 45,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.3.3 Informational Meetings with Stakeholders (G3.1) 45,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
"2.3.4 Community Costs, Risks, and Benefits (G3.2) 45",3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.3.5 Information to Stakeholders on Validation and Verification Process (G3.3) 45,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.3.6 Site Visit Information and Opportunities to Communicate with Auditor (G3.3) 46,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.3.7 Stakeholder Consultations (G3.4) 46,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.3.8 Continued Consultation and Adaptive Management (G3.4) 46,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.3.9 Stakeholder Consultation Channels (G3.5) 47,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.3.10 Stakeholder Participation in Decision-Making and Implementation (G3.6) 47,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.3.11 Anti-Discrimination Assurance (G3.7) 48,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.3.12 Feedback and Grievance Redress Procedure (G3.8) 48,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.3.13 Accessibility of the Feedback and Grievance Redress Procedure (G3.8) 49,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.3.14 Worker Training (G3.9) 49,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.3.15 Community Employment Opportunities (G3.10) 49,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.3.16 Relevant Laws and Regulations Related to Worker’s Rights (G3.11) 49,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.3.17 Occupational Safety Assessment (G3.12) 50,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.4 Management Capacity 50,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.4.1 Project Governance Structures (G4.1) 50,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.4.2 Required Technical Skills (G4.2) 51,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.4.3 Management Team Experience (G4.2) 51,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.4.4 Project Management Partnerships/Team Development (G4.2) 52,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.4.5 Financial Health of Implementing Organization(s) (G4.3) 52,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.4.6 Avoidance of Corruption and Other Unethical Behavior (G4.3) 52,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14) 52,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.5 Legal Status and Property Rights 52,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.5.1 Statutory and Customary Property Rights (G5.1) 52,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.5.2 Recognition of Property Rights (G5.1) 53,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
"2.5.3 Free, Prior and Informed Consent (G5.2) 53",3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.5.4 Property Rights Protection (G5.3) 54,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.5.5 Illegal Activity Identification (G5.4) 54,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.5.6 Ongoing Disputes (G5.5) 54,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.5.7 National and Local Laws (G5.6) 55,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.5.8 Approvals (G5.7) 59,3,3,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.5.9 Project Ownership (G5.8) 59,3,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.5.10 Management of Double Counting Risk (G5.9) 59,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.5.11 Emissions Trading Programs and Other Binding Limits 59,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.5.12 Other Forms of Environmental Credit 59,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.5.13 Participation under Other GHG Programs 60,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.5.14 Projects Rejected by Other GHG Programs 60,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
2.5.15 Double Counting (G5.9) 60,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.1 Application of Methodology 60,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.1.1 Title and Reference of Methodology 60,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.1.2 Applicability of Methodology 61,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.1.3 Project Boundary 63,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.1.4 Baseline Scenario 67,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.1.5 Additionality 75,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.1.6 Methodology Deviations 76,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.2 Quantification of GHG Emission Reductions and Removals 76,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.2.1 Baseline Emissions 76,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.2.2 Project Emissions 76,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.2.3 Leakage 78,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.2.4 Net GHG Emission Reductions and Removals 80,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.3 Monitoring 81,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.3.1 Data and Parameters Available at Validation 81,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.3.2 Data and Parameters Monitored 84,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.3.3 Monitoring Plan 89,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.3.4 Dissemination of Monitoring Plan and Results (CL4.2) 91,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.4 Optional Criterion: Climate Change Adaptation Benefits 91,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.4.1 Regional Climate Change Scenarios (GL1.1) 91,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.4.2 Climate Change Impacts (GL1.2) 92,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
3.4.3 Measures Needed and Designed for Adaptation (GL1.3) 93,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.1 Without-Project Community Scenario 93,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.1.1 Descriptions of Communities at Project Start (CM1.1) 93,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.1.2 Interactions between Communities and Community Groups (CM1.1) 95,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.1.3 High Conservation Values (CM1.2) 95,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.1.4 Without-Project Scenario: Community (CM1.3) 97,4,4,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.2 Net Positive Community Impacts 97,4,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.2.1 Expected Community Impacts (CM2.1) 97,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.2.2 Negative Community Impact Mitigation (CM2.2) 99,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
"4.2.3 Net Positive Community Well-Being (CM2.3, GL1.4) 99",5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.2.4 High Conservation Values Protected (CM2.4) 100,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.3 Other Stakeholder Impacts 100,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.3.1 Impacts on Other Stakeholders (CM3.1) 100,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.3.2 Mitigation of Negative Impacts on Other Stakeholders (CM3.2) 100,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.3.3 Net Impacts on Other Stakeholders (CM3.3) 101,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.4 Community Impact Monitoring 101,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
"4.4.1 Community Monitoring Plan (CM4.1, CM4.2, GL1.4, GL2.2, GL2.3, GL2.5) 101",5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.4.2 Monitoring Plan Dissemination (CM4.3) 102,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.5 Optional Criterion: Exceptional Community Benefits 102,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.5.1 Exceptional Community Criteria (GL2.1) 102,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.5.2 Short-term and Long-term Community Benefits (GL2.2) 102,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.5.3 Community Participation Risks (GL2.3) 103,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.5.4 Marginalized and/or Vulnerable Community Groups (GL2.4) 103,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.5.5 Net Impacts on Women (GL2.5) 104,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.5.6 Benefit Sharing Mechanisms (GL2.6) 105,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
"4.5.7 Benefits, Costs, and Risks Communication (GL2.7) 105",5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.5.8 Governance and Implementation Structures (GL2.8) 105,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
4.5.9 Smallholders/Community Members Capacity Development (GL2.9) 106,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.1 Without-Project Biodiversity Scenario 106,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.1.1 Existing Conditions (B1.1) 106,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.1.2 High Conservation Values (B1.2) 107,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.1.3 Without-project Scenario: Biodiversity (B1.3) 108,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.2 Net Positive Biodiversity Impacts 108,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.2.1 Expected Biodiversity Changes (B2.1) 108,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.2.2 Mitigation Measures (B2.3) 109,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
"5.2.3 Net Positive Biodiversity Impacts (B2.2, GL1.4) 110",5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.2.4 High Conservation Values Protected (B2.4) 110,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.2.5 Species Used (B2.5) 111,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.2.6 Invasive Species (B2.5) 113,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.2.7 Impacts of Non-native Species (B2.6) 114,5,5,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.2.8 GMO Exclusion (B2.7) 115,5,6,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.2.9 Inputs Justification (B2.8) 115,6,6,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.2.10 Waste Products (B2.9) 116,6,6,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.3 Offsite Biodiversity Impacts 116,6,6,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.3.1 Negative Offsite Biodiversity Impacts (B3.1) and Mitigation Measures (B3.2) 116,6,6,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.3.2 Net Offsite Biodiversity Benefits (B3.3) 116,6,6,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.4 Biodiversity Impact Monitoring 116,6,6,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
"5.4.1 Biodiversity Monitoring Plan (B4.1, B4.2, GL1.4, GL3.4) 116",6,6,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.4.2 Biodiversity Monitoring Plan Dissemination (B4.3) 118,6,6,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.5 Optional Criterion: Exceptional Biodiversity Benefits 118,6,6,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
5.5.1 High Biodiversity Conservation Priority Status (GL3.1) 118,6,6,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
"5.5.2 Trigger Species Population Trends (GL3.2, GL3.3) 118",6,6,4841,4841_ccb_vcs_pdd_primavesi_v1.42f.pdf
1.12.1 Right of Use,31,32,1443,1443_draft_pdd.pdf
1.12.2 Emissions Trading Programs and Other Binding Limits,32,32,1443,1443_draft_pdd.pdf
1.12.3 Other Forms of Environmental Credit,32,32,1443,1443_draft_pdd.pdf
1.12.4 Projects Rejected by Other GHG Programs,32,43,1443,1443_draft_pdd.pdf
2.3.1 Project area,43,44,1443,1443_draft_pdd.pdf
2.3.2 Carbon pools,44,45,1443,1443_draft_pdd.pdf
2.3.3 Emission sources,45,45,1443,1443_draft_pdd.pdf
2.4.1 Description of the pre-project scenario,45,49,1443,1443_draft_pdd.pdf
2.4.2 Selection of baseline scenario,49,49,1443,1443_draft_pdd.pdf
1.11 Identification of risks that may substantially affect the project’s GHG,7,15,388,388_mag_final_pdd.pdf
2.4 D e s c r i p t i o n o f h o w t h e b a s e l i n e s c e n a r i o i s i d e n t i f i e d a n d d e s c r i p t i o n o f t h e,15,15,388,388_mag_final_pdd.pdf
1.3 Estimated amount of emission reductions over the,1,2,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
1.4 A brief description of the project:,2,4,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
1.5 Project location including geographic and physical,4,5,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
1.6 Duration of the project activity/crediting period:,5,6,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
1.7 Conditions prior to Project initiation:,6,6,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
1.8 A description of how the project will achieve GHG,6,7,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
"1.9 Project technologies, products, services and the",7,9,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
1.10 Compliance with relevant local laws and regulations,9,12,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
1.11 Identification of risks that may substantially,12,12,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
1.12 Demonstration to confirm that the project was not,12,12,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
1.13 Demonstration that the project has not created,12,13,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
1.14 Project rejected under other GHG programs (if,13,13,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
"1.15 Project proponents roles and responsibilities,",13,15,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
1.16 Any information relevant for the eligibility of the,15,16,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
1.17 List of commercially sensitive information (if,16,16,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
2.1 Title and reference of the VCS methodology applied to,16,17,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
2.2 Justification of the choice of the methodology and,17,18,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
"2.3 Identifying GHG sources, sinks and reservoirs for the",18,19,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
2.4 Description of how the baseline scenario is,19,20,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
2.5 Description of how the emissions of GHG by source in,20,25,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
3.1 Title and reference of the VCS methodology (which,25,25,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
"3.2 Monitoring, including estimation, modelling,",25,27,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
3.3 Data and parameters monitored / Selecting relevant,27,30,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
3.4 Description of the monitoring plan,30,33,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
4.1 Explanation of methodological choice:,33,33,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
4.2 Quantifying GHG emissions and/or removals for the,33,38,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
4.3 Quantifying GHG emissions and/or removals for the,38,38,410,410_v-3-i-01-b-0053_-_6.85mw_bwp_in_tamilnadu_and_karnataka_vcs_pd.pdf
A.1 Title of the project activity:,1,1,700,700_1._cdm_-_pdd.pdf
A.2. Description of the project activity:,1,2,700,700_1._cdm_-_pdd.pdf
A.3. Project participants:,2,3,700,700_1._cdm_-_pdd.pdf
A.4. Technical description of the project activity:,3,3,700,700_1._cdm_-_pdd.pdf
A.4.1. Location of the project activity:,3,4,700,700_1._cdm_-_pdd.pdf
A.4.2. Category (ies) of project activity:,4,4,700,700_1._cdm_-_pdd.pdf
A.4.3. Technology to be employed by the project activity:,4,5,700,700_1._cdm_-_pdd.pdf
A.4.4 Estimated amount of emission reductions over the chosen crediting period:,5,6,700,700_1._cdm_-_pdd.pdf
A.4.5. Public funding of the project activity:,6,6,700,700_1._cdm_-_pdd.pdf
B.1. Title and reference of the approved baseline and monitoring methodology applied to the,6,6,700,700_1._cdm_-_pdd.pdf
B.2 Justification of the choice of the methodology and why it is applicable to the project,6,7,700,700_1._cdm_-_pdd.pdf
B.3. Description of the sources and gases included in the project boundary,7,8,700,700_1._cdm_-_pdd.pdf
B.4. Description of how the baseline scenario is identified and description of the identified,8,9,700,700_1._cdm_-_pdd.pdf
B.5. Description of how the anthropogenic emissions of GHG by sources are reduced below,9,19,700,700_1._cdm_-_pdd.pdf
B.6. Emission Reductions:,19,19,700,700_1._cdm_-_pdd.pdf
B.6.1. Explanation of methodological choices:,19,23,700,700_1._cdm_-_pdd.pdf
B.6.2. Data and parameters that are available at validation:,23,24,700,700_1._cdm_-_pdd.pdf
B.6.3 Ex-ante calculation of emission reductions:,24,25,700,700_1._cdm_-_pdd.pdf
B.6.4 Summary of the ex-ante estimation of emission reductions:,25,25,700,700_1._cdm_-_pdd.pdf
B.7 Application of the monitoring methodology and description of the monitoring plan:,25,25,700,700_1._cdm_-_pdd.pdf
B.7.1 Data and parameters monitored:,25,26,700,700_1._cdm_-_pdd.pdf
B.7.2 Description of the monitoring plan:,26,28,700,700_1._cdm_-_pdd.pdf
B.8 Date of completion of the application of the baseline study and monitoring methodology and,28,29,700,700_1._cdm_-_pdd.pdf
C.1 Duration of the project activity:,29,29,700,700_1._cdm_-_pdd.pdf
C.1.1. Starting date of the project activity:,29,29,700,700_1._cdm_-_pdd.pdf
C.1.2. Expected operational lifetime of the project activity:,29,29,700,700_1._cdm_-_pdd.pdf
C.2 Choice of the crediting period and related information:,29,29,700,700_1._cdm_-_pdd.pdf
C.2.1. Renewable crediting period,29,29,700,700_1._cdm_-_pdd.pdf
C.2.2. Fixed crediting period:,29,30,700,700_1._cdm_-_pdd.pdf
"D.1. Documentation on the analysis of the environmental impacts, including transboundary",30,31,700,700_1._cdm_-_pdd.pdf
D.2. If environmental impacts are considered significant by the project participants or the host,31,32,700,700_1._cdm_-_pdd.pdf
E.1. Brief description how comments by local stakeholders have been invited and compiled:,32,32,700,700_1._cdm_-_pdd.pdf
E.2. Summary of the comments received:,32,32,700,700_1._cdm_-_pdd.pdf
