metric_type,country,Quarter,zone,Average,Min,Max,Country,2021 carbon stock (million t),Norm Min,Norm Max,Norm Average,Average Score,Total Average Score,Max Score,Min Score
GWIS Weekly Number of Fires,Iceland,Q4,Europe,0.3261538461538462,0.0,2.3846153846153846,Iceland,0.7915,0.0,3.012780018465426,0.4120705573643035,5,4.0,5,1
GWIS Weekly Number of Fires,India,Q1,Asia,678.8653846153846,147.46153846153845,1500.0,India,3005.6956,0.049060702774272436,0.4990525321326617,0.22585965944634734,5,4.2,4,3
GWIS Weekly Number of Fires,India,Q2,Asia,507.3715384615385,198.84615384615384,1042.0,India,3005.6956,0.06615645105450926,0.3466751589881557,0.1688033673341833,5,3.8,4,3
GWIS Weekly Number of Fires,India,Q3,Asia,6.668461538461538,1.1538461538461537,14.692307692307692,India,3005.6956,0.00038388656317897053,0.004888155571145559,0.002218608410798997,2,1.8,2,1
GWIS Weekly Number of Fires,India,Q4,Asia,291.3469230769231,79.84615384615384,598.0,India,3005.6956,0.02656495017198476,0.1989556094768878,0.09693161312706552,4,3.3,4,3
GWIS Weekly Number of Fires,Israel,Q1,Asia,0.03076923076923077,0.0,0.38461538461538464,Israel,0.6244,0.0,0.6159759522988223,0.049278076183905783,4,4.7,5,1
GWIS Weekly Number of Fires,Israel,Q2,Asia,0.5884615384615384,0.0,2.3076923076923075,Israel,0.6244,0.0,3.6958557137929335,0.942443207017198,5,5.0,5,1
GWIS Weekly Number of Fires,Israel,Q3,Asia,0.6676923076923077,0.0,2.3076923076923075,Israel,0.6244,0.0,3.6958557137929335,1.0693342531907555,5,5.0,5,1
GWIS Weekly Number of Fires,Israel,Q4,Asia,0.32076923076923075,0.0,1.5384615384615385,Israel,0.6244,0.0,2.463903809195289,0.5137239442172178,5,5.0,5,1
GWIS Weekly Number of Fires,Italy,Q1,Europe,2.353076923076923,0.0,9.76923076923077,Italy,663.7759,0.0,0.014717664153264332,0.003544986979908314,2,2.0,2,1
GWIS Weekly Number of Fires,Italy,Q2,Europe,4.986923076923077,0.23076923076923078,14.153846153846153,Italy,663.7759,0.00034766135795112597,0.021323229954335724,0.007512961945323832,3,2.3,2,1
GWIS Weekly Number of Fires,Italy,Q3,Europe,34.04615384615385,7.0,86.46153846153847,Italy,663.7759,0.01054572785785082,0.13025712211235518,0.051291639009722785,4,3.5,4,2
GWIS Weekly Number of Fires,Italy,Q4,Europe,2.960769230769231,0.15384615384615385,9.692307692307692,Italy,663.7759,0.00023177423863408398,0.01460177703394729,0.004460495222512946,2,1.8,2,2
GWIS Weekly Number of Fires,Mexico,Q1,America,157.69846153846154,47.53846153846154,305.46153846153845,Mexico,2022.0035,0.023510573319216084,0.1510687486255778,0.07799119118164807,4,3.5,4,3
GWIS Weekly Number of Fires,Mexico,Q2,America,743.2446153846154,339.15384615384613,1166.923076923077,Mexico,2022.0035,0.16773158214308043,0.5771122932888478,0.36757830309621886,5,4.3,5,3
GWIS Weekly Number of Fires,Mexico,Q3,America,33.91615384615385,13.076923076923077,74.15384615384616,Mexico,2022.0035,0.006467309812729343,0.03667345093806522,0.01677353864429703,4,2.8,3,2
GWIS Weekly Number of Fires,Mexico,Q4,America,29.53846153846154,7.846153846153846,55.84615384615385,Mexico,2022.0035,0.003880385887637606,0.02761921720024414,0.014608511576988635,3,2.8,3,2
GWIS Weekly Number of Fires,Russia,Q1,Europe,253.7569230769231,43.15384615384615,709.6153846153846,Russia,40896.0299,0.0010552086904124195,0.017351693705979627,0.006204928050410172,3,2.0,2,2
GWIS Weekly Number of Fires,Russia,Q2,Europe,1102.1038461538462,426.6923076923077,2118.0,Russia,40896.0299,0.010433587532473603,0.05178986823853041,0.026948920197112976,3,2.7,3,2
GWIS Weekly Number of Fires,Russia,Q3,Europe,619.7184615384615,285.53846153846155,1185.3076923076924,Russia,40896.0299,0.0069820582153492005,0.028983441551809222,0.015153511552437061,3,3.0,3,2
GWIS Weekly Number of Fires,Russia,Q4,Europe,207.85846153846157,65.53846153846153,439.61538461538464,Russia,40896.0299,0.0016025629308937279,0.010749585856875184,0.00508260733491056,2,2.0,2,2
GWIS Weekly Number of Fires,Saudi Arabia,Q1,Asia,0.4423076923076923,0.0,1.6923076923076923,Saudi Arabia,16.1889,0.0,0.10453506367373276,0.02732166436927106,3,3.7,3,1
GWIS Weekly Number of Fires,Saudi Arabia,Q2,Asia,0.8015384615384615,0.0,2.923076923076923,Saudi Arabia,16.1889,0.0,0.18056056452735658,0.04951160743092252,4,4.5,4,1
GWIS Weekly Number of Fires,Saudi Arabia,Q3,Asia,0.6538461538461539,0.0,2.3076923076923075,Saudi Arabia,16.1889,0.0,0.14254781410054465,0.04038854732848766,4,4.5,4,1
GWIS Weekly Number of Fires,Saudi Arabia,Q4,Asia,0.6215384615384616,0.0,3.076923076923077,Saudi Arabia,16.1889,0.0,0.19006375213405957,0.03839287793108004,4,4.3,4,1
GWIS Weekly Number of Fires,Spain,Q1,Europe,9.537692307692309,0.07692307692307693,41.30769230769231,Spain,714.2029,0.0001077047949862384,0.057837474907610015,0.0133543175303437,3,2.7,3,2
GWIS Weekly Number of Fires,Spain,Q2,Europe,4.936153846153847,0.15384615384615385,21.53846153846154,Spain,714.2029,0.0002154095899724768,0.030157342596146754,0.006911416694266918,2,2.2,2,1
GWIS Weekly Number of Fires,Spain,Q3,Europe,9.903846153846153,1.6153846153846154,27.53846153846154,Spain,714.2029,0.002261800694711006,0.03855831660507335,0.013866992354478193,3,3.0,3,1
GWIS Weekly Number of Fires,Spain,Q4,Europe,5.61,0.15384615384615385,24.384615384615383,Spain,714.2029,0.0002154095899724768,0.03414242001063757,0.007854910698346367,3,2.7,3,2
GWIS Weekly Number of Fires,Uganda,Q1,Africa,279.93,36.46153846153846,664.5384615384615,Uganda,128.3824,0.284007297429698,5.176242705685994,2.180439063298396,5,4.7,5,3
GWIS Weekly Number of Fires,Uganda,Q2,Africa,4.872307692307692,0.07692307692307693,15.23076923076923,Uganda,128.3824,0.0005991715135647639,0.11863595968582322,0.03795152366919214,4,3.3,4,1
GWIS Weekly Number of Fires,Uganda,Q3,Africa,18.090769230769233,0.9230769230769231,70.0,Uganda,128.3824,0.007190058162777166,0.545246077343935,0.14091315656016115,5,4.0,5,2
GWIS Weekly Number of Fires,Uganda,Q4,Africa,125.3723076923077,9.384615384615385,390.0769230769231,Uganda,128.3824,0.07309892465490118,3.0383987452869174,0.9765536996683947,5,4.7,5,3
GWIS Weekly Number of Fires,Ukraine,Q1,Europe,62.56307692307693,0.38461538461538464,226.6153846153846,Ukraine,826.4796,0.00046536585369485783,0.2741935609970102,0.07569827122542036,4,3.2,4,2
GWIS Weekly Number of Fires,Ukraine,Q2,Europe,43.16153846153846,1.0769230769230769,144.0,Ukraine,826.4796,0.0013030243903456018,0.17423297562335477,0.05222335610163695,4,3.3,4,2
GWIS Weekly Number of Fires,Ukraine,Q3,Europe,179.5646153846154,31.53846153846154,482.3076923076923,Ukraine,826.4796,0.038160000002978346,0.5835687805333517,0.2172644253828109,5,4.2,5,2
GWIS Weekly Number of Fires,Ukraine,Q4,Europe,61.84615384615385,1.8461538461538463,275.15384615384613,Ukraine,826.4796,0.0022337560977353176,0.3329227317333013,0.07483082927413313,4,3.3,4,2
GWIS Weekly Number of Fires,United Kingdom,Q1,Europe,2.0515384615384615,0.0,12.076923076923077,United Kingdom,257.98,0.0,0.04681340831429985,0.00795231592192597,3,2.5,3,1
GWIS Weekly Number of Fires,United Kingdom,Q2,Europe,1.7315384615384617,0.0,8.846153846153847,United Kingdom,257.98,0.0,0.03429007615378652,0.006711909688884648,2,2.5,3,1
GWIS Weekly Number of Fires,United Kingdom,Q3,Europe,0.6153846153846154,0.0,3.230769230769231,United Kingdom,257.98,0.0,0.012523332160513337,0.0023853966020025404,2,2.7,2,1
GWIS Weekly Number of Fires,United Kingdom,Q4,Europe,0.3323076923076923,0.0,2.6923076923076925,United Kingdom,257.98,0.0,0.010436110133761115,0.0012881141650813717,2,2.2,2,1
GWIS Weekly Number of Fires,United States,Q1,America,311.6723076923077,86.23076923076923,622.3076923076923,United States,17704.7843,0.004870478384239294,0.035149125895179205,0.017603846644565317,3,2.5,3,2
GWIS Weekly Number of Fires,United States,Q2,America,268.89076923076925,137.92307692307693,476.6923076923077,United States,17704.7843,0.0077901585574853315,0.02692449112143703,0.015187463720231218,3,2.5,2,2
GWIS Weekly Number of Fires,United States,Q3,America,231.13384615384615,139.92307692307693,369.0,United States,17704.7843,0.007903122373712112,0.02084182409384112,0.01305488066035609,3,3.2,3,2
GWIS Weekly Number of Fires,United States,Q4,America,291.91615384615386,97.84615384615384,519.2307692307693,United States,17704.7843,0.005526537470787139,0.029327144597337415,0.016487981378352848,3,2.3,3,2
GWIS Weekly Severity Rating,Brazil,Q1,America,1.033076923076923,0.3214284615384615,2.3306592307692306,Brazil,51894.2395,6.1939140959655355e-06,4.491171377064367e-05,1.9907352589239175e-05,1,1.5,1,2
GWIS Weekly Severity Rating,Brazil,Q2,America,2.575384615384616,0.986153076923077,4.74055,Brazil,51894.2395,1.900313187792408e-05,9.13502162412458e-05,4.962756252328576e-05,1,1.8,1,1
GWIS Weekly Severity Rating,Brazil,Q3,America,10.323846153846155,5.995713846153846,14.408571538461539,Brazil,51894.2395,0.00011553717529965625,0.00027765261958336506,0.00019894011846625394,1,3.2,1,2
GWIS Weekly Severity Rating,Brazil,Q4,America,3.983846153846154,1.5248353846153848,7.763406923076923,Brazil,51894.2395,2.9383519236569305e-05,0.0001496005529299051,7.676856221866693e-05,1,2.8,1,2
GWIS Weekly Severity Rating,Finland,Q1,Europe,0.0023076923076923075,0.0,0.02131769230769231,Finland,863.4188,0.0,2.4689863491149728e-05,2.672738082251982e-06,1,1.2,1,1
GWIS Weekly Severity Rating,Finland,Q2,Europe,0.5753846153846154,0.03901076923076923,2.517033076923077,Finland,863.4188,4.518174636777567e-05,0.0029151937355580823,0.0006664026951748275,1,1.3,1,1
GWIS Weekly Severity Rating,Finland,Q3,Europe,0.49,0.02802076923076923,2.292857692307692,Finland,863.4188,3.245327670739765e-05,0.002655556830946572,0.0005675113861315042,2,1.8,2,2
GWIS Weekly Severity Rating,Finland,Q4,Europe,0.008461538461538461,0.0,0.05857153846153846,Finland,863.4188,0.0,6.783676526563755e-05,9.800039634923933e-06,1,1.2,1,1
GWIS Weekly Severity Rating,Hungary,Q1,Europe,0.2276923076923077,0.00044,1.1719784615384616,Hungary,136.7524,3.2174938063244232e-06,0.008570076002603696,0.00166499679488117,2,2.8,3,2
GWIS Weekly Severity Rating,Hungary,Q2,Europe,2.531538461538461,0.1236276923076923,8.024615384615386,Hungary,136.7524,0.0009040257597504125,0.05867988704121745,0.01851183936470922,3,2.5,3,3
GWIS Weekly Severity Rating,Hungary,Q3,Europe,3.8846153846153846,0.24076999999999998,12.634613846153846,Hungary,136.7524,0.001760627235792571,0.0923904358984109,0.028406195318074014,4,3.2,4,3
GWIS Weekly Severity Rating,Hungary,Q4,Europe,0.3930769230769231,0.00978,1.7251653846153847,Hungary,136.7524,7.151611233148377e-05,0.01261524759064839,0.0028743694668387767,2,2.3,3,2
GWIS Weekly Severity Rating,Iceland,Q1,Europe,0.006923076923076922,0.0,0.03197846153846154,Iceland,0.7915,0.0,0.04040235191214345,0.008746780698770591,3,3.8,3,1
GWIS Weekly Severity Rating,Iceland,Q2,Europe,0.12384615384615384,0.004505384615384615,0.4885715384615385,Iceland,0.7915,0.005692210505855484,0.6172729481510278,0.15647018805578503,4,4.7,4,4
GWIS Weekly Severity Rating,Iceland,Q3,Europe,0.15923076923076926,0.002748461538461538,0.6565946153846155,Iceland,0.7915,0.0034724719374119245,0.8295573157101902,0.20117595607172364,4,4.2,5,3
GWIS Weekly Severity Rating,Iceland,Q4,Europe,0.006923076923076922,0.0,0.03846230769230769,Iceland,0.7915,0.0,0.04859419796880315,0.008746780698770591,3,4.0,3,1
GWIS Weekly Severity Rating,India,Q1,Asia,14.06,6.451647692307692,21.504286153846156,India,3005.6956,0.002146474078182665,0.007154512304521508,0.004677785734523483,3,4.2,2,3
GWIS Weekly Severity Rating,India,Q2,Asia,20.833076923076923,8.824834615384615,34.176593076923076,India,3005.6956,0.002936037373639771,0.011370610209804038,0.00693119986038404,2,3.8,2,3
GWIS Weekly Severity Rating,India,Q3,Asia,1.893076923076923,0.32186846153846155,5.053189230769231,India,3005.6956,0.00010708618049627565,0.0016812045873072546,0.0006298298879889644,2,1.8,1,2
GWIS Weekly Severity Rating,India,Q4,Asia,7.1292307692307695,2.677363846153846,10.802746153846154,India,3005.6956,0.000890763471242346,0.0035940918813755305,0.002371907111695133,2,3.3,2,3
GWIS Weekly Severity Rating,Israel,Q1,Asia,1.3838461538461537,0.0721976923076923,5.017471538461539,Israel,0.6244,0.1156273099098211,8.035668703493817,2.2162814763711625,5,4.7,5,5
GWIS Weekly Severity Rating,Israel,Q2,Asia,7.537692307692307,3.7516476923076922,13.054945384615385,Israel,0.6244,6.008404375893165,20.9079842802937,12.071896713152318,5,5.0,5,5
GWIS Weekly Severity Rating,Israel,Q3,Asia,11.161538461538461,8.636593076923077,14.723406923076924,Israel,0.6244,13.831827477455281,23.58008796136599,17.875622135711822,5,5.0,5,5
GWIS Weekly Severity Rating,Israel,Q4,Asia,5.993076923076923,1.6716484615384615,17.89824,Israel,0.6244,2.6772076578130393,28.664702114029474,9.598137288720249,5,5.0,5,5
GWIS Weekly Severity Rating,Italy,Q1,Europe,0.22615384615384618,0.02131846153846154,0.7954946153846153,Italy,663.7759,3.2116956247525013e-05,0.0011984385323188373,0.00034070813079210344,2,2.0,1,2
GWIS Weekly Severity Rating,Italy,Q2,Europe,2.2346153846153847,0.4629669230769231,4.837693846153846,Italy,663.7759,0.0006974747397079694,0.007288143251591157,0.0033665208161600697,2,2.3,2,3
GWIS Weekly Severity Rating,Italy,Q3,Europe,6.106923076923077,2.403736923076923,10.590403846153846,Italy,663.7759,0.003621307918948132,0.015954788123753585,0.009200278402579963,3,3.5,3,3
GWIS Weekly Severity Rating,Italy,Q4,Europe,0.5676923076923077,0.11439461538461539,1.8491938461538462,Italy,663.7759,0.00017233921174995265,0.002785870722564417,0.0008552469405597699,2,1.8,2,2
GWIS Weekly Severity Rating,Mexico,Q1,America,15.306923076923077,5.5905492307692315,25.20911923076923,Mexico,2022.0035,0.0027648563569594373,0.012467396436637834,0.0075701763507941885,3,3.5,3,4
GWIS Weekly Severity Rating,Mexico,Q2,America,21.698461538461537,12.275055384615383,31.34659230769231,Mexico,2022.0035,0.006070738940172647,0.015502738896194941,0.0107311691292629,3,4.3,2,4
GWIS Weekly Severity Rating,Mexico,Q3,America,6.811538461538461,2.3834053846153846,13.501300769230768,Mexico,2022.0035,0.001178734549477973,0.0066771896137819585,0.0033687075524540195,2,2.8,2,3
GWIS Weekly Severity Rating,Mexico,Q4,America,9.106923076923078,3.6305515384615386,16.29989076923077,Mexico,2022.0035,0.0017955218863179704,0.008061257445514199,0.004503910639582512,3,2.8,2,3
GWIS Weekly Severity Rating,Russia,Q1,Europe,0.019230769230769232,0.0019776923076923075,0.054286153846153845,Russia,40896.0299,4.835902928788468e-08,1.327418675575495e-06,4.702356017880658e-07,1,2.0,1,1
GWIS Weekly Severity Rating,Russia,Q2,Europe,1.243846153846154,0.6603292307692308,2.036153846153846,Russia,40896.0299,1.614653628686903e-05,4.97885455173204e-05,3.0414838723652098e-05,1,2.7,1,1
GWIS Weekly Severity Rating,Russia,Q3,Europe,1.5423076923076924,0.8056046153846153,2.743515384615385,Russia,40896.0299,1.9698846498168646e-05,6.708512761077047e-05,3.7712895263402875e-05,1,3.0,1,1
GWIS Weekly Severity Rating,Russia,Q4,Europe,0.10461538461538462,0.022636923076923075,0.3016492307692308,Russia,40896.0299,5.535237315767679e-07,7.376002793103171e-06,2.558081673727078e-06,1,2.0,1,1
GWIS Weekly Severity Rating,Saudi Arabia,Q1,Asia,23.551538461538463,10.10802153846154,39.534505384615386,Saudi Arabia,16.1889,0.624379762581864,2.442074840453359,1.4547954747721255,5,3.7,5,5
GWIS Weekly Severity Rating,Saudi Arabia,Q2,Asia,41.612307692307695,22.392306153846157,59.465933846153845,Saudi Arabia,16.1889,1.3831888611237426,3.6732535160606243,2.5704221838610217,5,4.5,5,5
GWIS Weekly Severity Rating,Saudi Arabia,Q3,Asia,44.45692307692308,30.853186923076922,59.66648461538462,Saudi Arabia,16.1889,1.9058235533653876,3.6856416813609707,2.74613612270896,5,4.5,5,5
GWIS Weekly Severity Rating,Saudi Arabia,Q4,Asia,26.451538461538462,13.37769,45.36318692307692,Saudi Arabia,16.1889,0.8263495357930434,2.8021166924915786,1.6339305611584767,5,4.3,5,5
GWIS Weekly Severity Rating,Spain,Q1,Europe,1.2476923076923077,0.10483538461538461,4.305493846153846,Spain,714.2029,0.00014678655689494486,0.006028390316188643,0.0017469717746767869,2,2.7,2,3
GWIS Weekly Severity Rating,Spain,Q2,Europe,6.319999999999999,1.2376923076923076,16.20648230769231,Spain,714.2029,0.0017329701513285757,0.0226917061071753,0.008849025956069345,3,2.2,3,3
GWIS Weekly Severity Rating,Spain,Q3,Europe,14.472307692307693,7.891318461538462,21.984176153846153,Spain,714.2029,0.011049126881924536,0.03078141541268756,0.020263580128710892,3,3.0,3,4
GWIS Weekly Severity Rating,Spain,Q4,Europe,2.2976923076923077,0.31659230769230773,6.502198461538462,Spain,714.2029,0.0004432806247248614,0.00910413337937785,0.003217142226238941,2,2.7,2,3
GWIS Weekly Severity Rating,Uganda,Q1,Africa,12.488461538461538,2.383736923076923,29.483845384615385,Uganda,128.3824,0.01856747438182277,0.22965644344252317,0.0972754952272394,4,4.7,4,4
GWIS Weekly Severity Rating,Uganda,Q2,Africa,1.6730769230769231,0.12868153846153846,5.766703846153846,Uganda,128.3824,0.0010023300581819506,0.04491818073313668,0.013031980420033612,3,3.3,3,3
GWIS Weekly Severity Rating,Uganda,Q3,Africa,1.8084615384615386,0.2875830769230769,5.398131538461538,Uganda,128.3824,0.0022400506371829543,0.04204728637618192,0.014086522283907598,3,4.0,3,3
GWIS Weekly Severity Rating,Uganda,Q4,Africa,3.951538461538462,0.3237369230769231,11.402636153846153,Uganda,128.3824,0.0025216612485583936,0.08881775191806784,0.030779440651821918,4,4.7,4,3
GWIS Weekly Severity Rating,Ukraine,Q1,Europe,0.09461538461538462,0.002967692307692308,0.40692307692307694,Ukraine,826.4796,3.5907629271095233e-06,0.0004923570732091596,0.00011448000000893502,1,3.2,1,2
GWIS Weekly Severity Rating,Ukraine,Q2,Europe,3.2053846153846157,0.43626307692307686,9.58219846153846,Ukraine,826.4796,0.0005278570419924181,0.011593992715051238,0.0038783590246929457,2,3.3,2,2
GWIS Weekly Severity Rating,Ukraine,Q3,Europe,5.7846153846153845,0.9547246153846154,14.786154615384616,Ukraine,826.4796,0.0011551702127730865,0.017890525810176822,0.006999102439570661,3,4.2,3,3
GWIS Weekly Severity Rating,Ukraine,Q4,Europe,0.6638461538461539,0.07197769230769231,2.2979130769230767,Ukraine,826.4796,8.708949659216308e-05,0.0027803627299731013,0.0008032214634773246,2,3.3,2,2
GWIS Weekly Severity Rating,United Kingdom,Q1,Europe,0.04692307692307692,0.0026384615384615383,0.17066076923076923,United Kingdom,257.98,1.0227387931085891e-05,0.000661527130904602,0.00018188649090269368,1,2.5,1,2
GWIS Weekly Severity Rating,United Kingdom,Q2,Europe,0.4438461538461539,0.030440769230769233,2.0256053846153845,United Kingdom,257.98,0.00011799662466380816,0.007851792327371829,0.0017204672991943323,2,2.5,2,2
GWIS Weekly Severity Rating,United Kingdom,Q3,Europe,0.5392307692307692,0.041317692307692305,2.1593415384615384,United Kingdom,257.98,0.00016015850960420305,0.008370189698664774,0.0020902037725047257,2,2.7,2,2
GWIS Weekly Severity Rating,United Kingdom,Q4,Europe,0.09538461538461539,0.004726153846153846,0.5170338461538462,United Kingdom,257.98,1.831984590337951e-05,0.0020041625170704944,0.00036973647331039377,1,2.2,2,2
GWIS Weekly Severity Rating,United States,Q1,America,1.933076923076923,0.4695615384615385,4.361537692307692,United States,17704.7843,2.652173166896693e-05,0.00024634797117001263,0.00010918387314534654,1,2.5,1,2
GWIS Weekly Severity Rating,United States,Q2,America,7.252307692307692,3.8787915384615386,11.872198461538462,United States,17704.7843,0.00021908154726638148,0.0006705644226085523,0.0004096241766869587,1,2.5,1,2
GWIS Weekly Severity Rating,United States,Q3,America,8.705384615384615,5.779671538461538,12.454504615384614,United States,17704.7843,0.0003264468767609633,0.0007034541852839526,0.0004916967339378777,2,3.2,1,2
GWIS Weekly Severity Rating,United States,Q4,America,3.2992307692307694,0.9934076923076923,6.426263846153846,United States,17704.7843,5.6109561996058456e-05,0.00036296764407086544,0.00018634684915256323,1,2.3,1,2
MODIS Weekly Thermal Anomalies,Brazil,Q1,America,1334.8392307692307,652.7692307692307,2824.4615384615386,Brazil,51894.2395,0.012578837980065797,0.054427265254779165,0.02572230065668908,2,1.5,1,2
MODIS Weekly Thermal Anomalies,Brazil,Q2,America,2187.7676923076924,1234.0,4726.076923076923,Brazil,51894.2395,0.02377913255670699,0.09107132060538092,0.04215819931820549,2,1.8,2,2
MODIS Weekly Thermal Anomalies,Brazil,Q3,America,14672.922307692306,6893.615384615385,23703.76923076923,Brazil,51894.2395,0.13283970342441156,0.456770721743966,0.2827466487430133,4,3.2,3,3
MODIS Weekly Thermal Anomalies,Brazil,Q4,America,8574.156153846154,3519.076923076923,17318.69230769231,Brazil,51894.2395,0.0678124770106116,0.33373053492174803,0.1652236594361529,3,2.8,3,3
MODIS Weekly Thermal Anomalies,Finland,Q1,Europe,0.030000000000000002,0.0,0.3076923076923077,Finland,863.4188,0.0,0.0003563650776335976,3.474559506927577e-05,1,1.2,1,1
MODIS Weekly Thermal Anomalies,Finland,Q2,Europe,7.679230769230769,0.07692307692307693,33.69230769230769,Finland,863.4188,8.90912694083994e-05,0.039021976000878936,0.008893981425040512,1,1.3,1,1
MODIS Weekly Thermal Anomalies,Finland,Q3,Europe,3.313846153846154,0.07692307692307693,17.23076923076923,Finland,863.4188,8.90912694083994e-05,0.019956444347481464,0.0038380518861138462,1,1.8,1,1
MODIS Weekly Thermal Anomalies,Finland,Q4,Europe,0.11615384615384615,0.0,0.8461538461538461,Finland,863.4188,0.0,0.0009800039634923934,0.0001345278168066831,1,1.2,1,1
MODIS Weekly Thermal Anomalies,Hungary,Q1,Europe,18.994615384615386,0.0,78.0,Hungary,136.7524,0.0,0.5703739020302386,0.1388978576216241,3,2.8,3,1
MODIS Weekly Thermal Anomalies,Hungary,Q2,Europe,6.172307692307692,0.46153846153846156,21.76923076923077,Hungary,136.7524,0.0033749935031375067,0.1591871935646524,0.045134913115292254,2,2.5,2,1
MODIS Weekly Thermal Anomalies,Hungary,Q3,Europe,6.891538461538461,0.5384615384615384,20.615384615384617,Hungary,136.7524,0.003937492420327091,0.15074970980680863,0.05039427799101487,2,3.2,3,2
MODIS Weekly Thermal Anomalies,Hungary,Q4,Europe,5.468461538461539,0.07692307692307693,23.0,Hungary,136.7524,0.0005624989171895845,0.16818717623968574,0.03998804802300756,2,2.3,2,1
MODIS Weekly Thermal Anomalies,Iceland,Q1,Europe,5.928461538461539,0.0,64.61538461538461,Iceland,0.7915,0.0,81.63661985519218,7.4901598717138835,5,3.8,5,1
MODIS Weekly Thermal Anomalies,Iceland,Q2,Europe,12.207692307692309,0.0,113.92307692307692,Iceland,0.7915,0.0,143.9331357208805,15.423489965498812,5,4.7,5,1
MODIS Weekly Thermal Anomalies,Iceland,Q3,Europe,24.993846153846157,0.0,221.15384615384616,Iceland,0.7915,0.0,279.41105009961615,31.57782205160601,5,4.2,5,1
MODIS Weekly Thermal Anomalies,Iceland,Q4,Europe,16.415384615384617,0.0,164.6153846153846,Iceland,0.7915,0.0,207.97900772632295,20.73958890130716,5,4.0,5,1
MODIS Weekly Thermal Anomalies,India,Q1,Asia,2745.204615384616,1003.8461538461538,5538.846153846154,India,3005.6956,0.33398130996570435,1.8427834654467852,0.9133342096866416,4,4.2,4,4
MODIS Weekly Thermal Anomalies,India,Q2,Asia,1947.9623076923078,747.8461538461538,4705.307692307692,India,3005.6956,0.24880967781506344,1.5654638122062967,0.6480903481018863,4,3.8,4,4
MODIS Weekly Thermal Anomalies,India,Q3,Asia,78.71076923076923,32.92307692307692,147.3846153846154,India,3005.6956,0.010953563269373292,0.049035110336727174,0.026187205793816656,2,1.8,2,2
MODIS Weekly Thermal Anomalies,India,Q4,Asia,1956.9284615384615,839.7692307692307,4239.461538461538,India,3005.6956,0.27939264068165476,1.4104760104321736,0.6510734026221623,4,3.3,4,4
MODIS Weekly Thermal Anomalies,Israel,Q1,Asia,0.7276923076923077,0.0,3.3846153846153846,Israel,0.6244,0.0,5.420588380229636,1.165426501749372,5,4.7,5,1
MODIS Weekly Thermal Anomalies,Israel,Q2,Asia,3.556923076923077,0.0,14.153846153846153,Israel,0.6244,0.0,22.66791504459666,5.696545606859509,5,5.0,5,1
MODIS Weekly Thermal Anomalies,Israel,Q3,Asia,3.5507692307692307,0.0,10.23076923076923,Israel,0.6244,0.0,16.384960331148672,5.686689991622727,5,5.0,5,1
MODIS Weekly Thermal Anomalies,Israel,Q4,Asia,2.9415384615384617,0.07692307692307693,14.0,Israel,0.6244,0.12319519045976447,22.421524663677133,4.710984083181393,5,5.0,5,3
MODIS Weekly Thermal Anomalies,Italy,Q1,Europe,47.47461538461538,8.538461538461538,111.3076923076923,Italy,663.7759,0.01286347024419166,0.16768866165175975,0.0715220534288988,3,2.0,2,2
MODIS Weekly Thermal Anomalies,Italy,Q2,Europe,89.09384615384616,33.0,182.76923076923077,Italy,663.7759,0.04971557418701101,0.27534779549729177,0.13422277933538437,3,2.3,2,3
MODIS Weekly Thermal Anomalies,Italy,Q3,Europe,248.21153846153845,100.0,579.9230769230769,Italy,663.7759,0.15065325511215458,0.8736729925311795,0.3739387622562652,4,3.5,4,4
MODIS Weekly Thermal Anomalies,Italy,Q4,Europe,42.59615384615385,10.384615384615385,114.0,Italy,663.7759,0.015644761107800668,0.17174471082785622,0.06417249232181199,2,1.8,2,2
MODIS Weekly Thermal Anomalies,Mexico,Q1,America,1011.3538461538462,433.38461538461536,1907.6153846153845,Mexico,2022.0035,0.2143342557936301,0.9434283296816175,0.5001741323167078,4,3.5,4,3
MODIS Weekly Thermal Anomalies,Mexico,Q2,America,3769.089230769231,1810.4615384615386,6529.461538461538,Mexico,2022.0035,0.8953800220729284,3.2292038754935577,1.8640369469040143,5,4.3,5,4
MODIS Weekly Thermal Anomalies,Mexico,Q3,America,319.66076923076923,153.0,577.5384615384615,Mexico,2022.0035,0.07566752480893332,0.2856268357292465,0.1580911057922349,3,2.8,3,3
MODIS Weekly Thermal Anomalies,Mexico,Q4,America,364.83076923076925,148.92307692307693,760.1538461538462,Mexico,2022.0035,0.07365124586731771,0.3759409151140669,0.180430335175369,3,2.8,3,3
MODIS Weekly Thermal Anomalies,Russia,Q1,Europe,1116.6092307692309,145.15384615384616,3145.153846153846,Russia,40896.0299,0.0035493383222963202,0.07690609220123458,0.02730360950682968,2,2.0,2,2
MODIS Weekly Thermal Anomalies,Russia,Q2,Europe,8895.627692307693,2823.076923076923,19686.69230769231,Russia,40896.0299,0.06903058634248804,0.48138394743525725,0.2175181237410943,3,2.7,3,3
MODIS Weekly Thermal Anomalies,Russia,Q3,Europe,12686.210000000001,3283.153846153846,32238.846153846152,Russia,40896.0299,0.08028050287966573,0.7883123675495491,0.31020639487550844,4,3.0,4,3
MODIS Weekly Thermal Anomalies,Russia,Q4,Europe,937.7515384615385,252.07692307692307,2434.153846153846,Russia,40896.0299,0.006163848268237965,0.05952054153192621,0.022930136268839593,2,2.0,2,2
