inputs.question,inputs.answer,inputs.context,inputs.ground_truth,gpt_coherence,gpt_fluency,gpt_groundedness,gpt_relevance,gpt_similarity,f1_score,index,status
"What are the project proponents, including organization name, phone number, email address, state/city and country of the entity responsible for managing this carbon project?","The project proponent for this carbon project is the MicroEnergy Credits Corporation. The contact person is Sriskandh Subramanian, the Technical Director. The organization's address is 1201 Alaskan Way Ste 200, Seattle, WA 98109, United States of America. You can contact them at sriskandh@microenergycredits.com or by phone at +91-9999997592.","

[['b) For a project with afforestation and/or\nreforestation activities, only emission\nreductions with vintages beginning on or after\n1 January 2013 are eligible for VCU issuance', '']]
[['Organization name', None, None, '', 'MicroEnergy Credits Corporation', ''], ['Contact person', None, None, '', 'Sriskandh Subramanian', ''], ['', 'Title', '', '', 'Technical Director', ''], ['Address', 'Address', None, '', '1201 Alaskan Way Ste 200 WA 98109 Seattle', ''], [None, None, None, None, 'United States of America', None], [None, None, None, None, 'sriskandh@microenergycredits.com', None], ['', 'Telephone', '', '', '+91-9999997592', ''], ['', 'Email', '', '', 'sriskandh@microenergycredits.com', '']]
[['', 'Organization name', '', '', 'N/A', ''], ['', 'Role in the project', '', '', 'N/A', ''], ['', 'Contact person', '', '', 'N/A', ''], ['', 'Title', '', '', 'N/A', ''], ['', 'Address', '', '', 'N/A', '']]
Project Description: VCS Version 4.1
1.4 Project Design
The project is designed as single installation of an activity.
Eligibility Criteria
N/A as this is not a grouped project.
1.5 Project Proponent
1.6 Other Entities Involved in the Project
11","{'organization_name': 'MicroEnergy Credits Corp', 'telephone': '+919999997592', 'email': 'sriskandh@microenergycredits.com', 'state/city': 'Washington, D.C.', 'country': 'United States'}","5","3","5","5","2","0.21","513","-"
"What is the project summary, province, country, latitude, and longitude of this project?","Project Summary: The project area is called ""Fazenda Nossa Senhora das Cachoeiras do Ituxi"" and is located in Lábrea, Amazonas, Brazil. The total size of the project area is 46,592 hectares. The project aims to prevent deforestation and promote sustainable land use in the region.

Province: Amazonas
Country: Brazil

Latitude: The geodetic coordinates of the project area boundary range from approximately 8.26° S to 8.62° S.
Longitude: The geodetic coordinates of the project area boundary range from approximately 66.75° W to 67.65° W.","

PROJECT DESCRIPTION : VCS Version 3
1.9 Project Location
1) Name of the project area: “Fazenda Nossa Senhora das Cachoeiras do Ituxi""
2) Map of the project area:
3) Geodetic coordinates of the project area boundary:
Country: Brazil
State: Amazonas
Municipality: Lábrea
v3.3 23

PROJECT DESCRIPTION : VCS Version 3
The “Nossa Senhora das Cachoeiras do Ituxi"" farm has its geodetic coordinates officially
registered in notary office. The Project Area corresponds to the portion of the farm at the South of
Ituxi River. The geodetic coordinates of the Project Area boundary are as follows:
FID Shape * X Y
0 Point ZM 0 831302,623926 9021825,64363
1 Point ZM 0 833510,407888 9023373,87284
2 Point ZM 0 837317,012382 9023659,92579
3 Point ZM 0 839342,396499 9020416,9082
4 Point ZM 0 840974,471399 9019405,72682
5 Point ZM 0 838238,679199 9017029,56302
6 Point ZM 0 834027,605846 9013663,29523
7 Point ZM 0 829360,29816 9009885,15948
8 Point ZM 0 825253,695385 9009249,26298
9 Point ZM 0 820196,603919 9008465,61536
v3.3 24

PROJECT DESCRIPTION : VCS Version 3
10 Point ZM 0 815668,787096 9008257,70544
11 Point ZM 0 815919,588537 9012436,65325
12 Point ZM 0 816059,310495 9017065,2545
13 Point ZM 0 815304,066281 9013578,98748
14 Point ZM 0 814283,701682 9009329,3662
15 Point ZM 0 811066,168985 9007049,1634
16 Point ZM 0 806028,772389 9006270,6451
17 Point ZM 0 801099,739656 9005330,86216
18 Point ZM 0 798615,199218 9002256,13912
19 Point ZM 0 795923,535014 9000094,50842
20 Point ZM 0 790733,34372 9004617,25589
21 Point ZM 0 792777,956601 9007942,04395
22 Point ZM 0 793420,247965 9008422,00412
23 Point ZM 0 795976,446522 9008196,66348
24 Point ZM 0 796274,358365 9009467,81548
25 Point ZM 0 799564,036172 9009644,37635
26 Point ZM 0 803097,761964 9007794,14897
27 Point ZM 0 806738,796557 9008602,14855
28 Point ZM 0 807807,486924 9012183,61616
29 Point ZM 0 807925,889725 9015775,20095
30 Point ZM 0 810156,310256 9018473,307
31 Point ZM 0 811257,299384 9021560,67751
32 Point ZM 0 812592,943299 9021994,83343
33 Point ZM 0 813138,20387 9021878,94055
34 Point ZM 0 816098,590023 9023236,96031
v3.3 25

PROJECT DESCRIPTION : VCS Version 3
35 Point ZM 0 820158,982627 9024508,33929
36 Point ZM 0 821347,412599 9026205,63963
37 Point ZM 0 822946,229945 9024817,07656
38 Point ZM 0 825437,902183 9023736,80974
39 Point ZM 0 827272,251415 9023360,31219
40 Point ZM 0 811320,302436 9019297,80029
41 Point ZM 0 809618,645766 9017789,54282
4) Total size of the project area: 46,592 hectares
5) Details of ownership: Private land: Landowner: Ricardo Stoppe Junior
The entire Project Area is under the control of the project proponent at the time of validation.
a) According to the rural property documentation and project design, it is demonstrated
that the project will not encroach uninvited on private property, community property, or
government property. It is also demonstrated that project activities do not lead to
involuntary removal or relocation of Property Rights Holders from their lands or territories,
and does not force them to relocate activities important to their culture or livelihood.
b) No property rights are affected by this project activity.
c) No restitution or compensation is owned to any parties, given that no other lands have
been or will be affected by this project in terms of land tenure and property rights.
The item “3.1.2.2 Identification of deforestation drivers” of this PD has a more detailed
description of the municipality of Lábrea in terms of population growth, land use and timber
supply, including some statistical projections made by the project developers.
v3.3 26

PROJECT DESCRIPTION : VCS Version 3
1.10 Conditions Prior to Project Initiation
Pasture accounts for virtually all the deforested land occupation in the project region3. The
implementation of this BAU activity is usually financed by means of initial capital obtained in wood
logging. It is believed that the same pattern of deforestation and land uses observed in the
Reference Area might be fairly replicated into the Project Area in the absence of this REDD
Project.
Figure 5. Map of land use in the project region in 2009, showing predominance of pasture
as final land use in deforested areas (Source: MMA, 2009).
The Project Area has a forest cover characterized as Open ombrophylous forest (As, according to
Brazilian Vegetation Map, IBGE). The following tables have a compilation of data on the content
of biomass in this typology of vegetation, according to forest inventories performed in the region.
3 http://www.mma.gov.br/port/conama/processos/A29EB9BD/Resumo_PropZEE_SubRegiaoPorus.pdf (pg. 73).
Last visited in 18 July, 2017.
v3.3 27","{'project_name': 'Fortaleza Ituxi REDD Project', 'project_summary': 'The FORTALEZA ITUXI REDD PROJECT aims at protecting forests located in one of the regions having the highest deforestation rate in the Amazon Biome: the municipality of Lábrea. As the southernmost municipality in the Brazilian state of Amazonas, Lábrea is geographically located nearby the “Arc of Deforestation” and neighbours other highly deforested municipalities. Over the life of the project, the following benefits are expected:- Estimated net GHG emission reductions: 720,470 tCO2e, corresponding to avoidance of deforestation of 1,836.5 hectares over 30-years;- Technical training on sustainable cattle raising and forest management, fire brigades, study for a small non-wood product processing plant, production of Brazil-nuts (already in place) etc.;- Seedling Production Nursery: capacity of 50,000 native-species seedlings per year and donation for neighbors wishing to plant.- Implementation of technical education frameworks;- Complementary monitoring of labor conditions in Project Area;- Implementation of health insurance plan for workers;- Monitoring the attendance of young in schools;- Commercial activity in “Castanhal Fortaleza” company (job generation beyond timber management).', 'project_state_province': 'State: Amazonas', 'project_country': 'Brazil', 'project_latitude': -8.91, 'project_longitude': -66.16}","4","5","5","5","1","0.21","514","-"
"What are the project proponents, including organization name, phone number, email address, state/city and country of the entity responsible for managing this carbon project?","The project proponent for this carbon project is Biaofa Ecological (Juancheng) Co., Ltd. The organization's contact person is Zhang Lei, the manager. The organization's address is Wanhua Industrial Zone, Hongchuan Town, Juancheng County, Heze City, Shandong Province, P.R. China. The phone number for the organization is +86-13563878331. The email address for the organization is sdwxy.2008@163.com.

Additionally, the project consultant is China Carbon Neutral Group Limited. The contact person for the consultant is Jiang Dongmei, the Chief Scientist. The consultant's address is Unit 1808, 18/F, Landmark South, 39 Yip Kan Street, Wong Chuk Hang, Hong Kong. The phone number for the consultant is +85237288700. The email address for the consultant is dongmei.jiang@carbonneutral.com.hk.","

[['Organization name', 'BiaofaEcological(Juancheng)Co.,Ltd.'], ['Contact person', 'ZhangLei'], ['Title', 'Manager'], ['Address', 'WanhuaIndustrialZone,HongchuanTown,JuanchengCounty,HezeCity,\nShandongProvince,P.R.China'], ['Telephone', '+86-13563878331']]
VCS Project Description Template, v4.3
4)Project activities supported byamethodology approved under aVCS approved GHGprogram,
unless explicitlyexcluded under thetermsofVerra approval:ThemethodologyAM0073(Version
01.0) applied by the project is a methodology approved under CDM Program which is an
approvedGHGprogram byVCS.
5) Jurisdictional REDD+ programs and nested REDD+ projects as set out in the VCS Program
document Jurisdictional andNested REDD+(JNR) Requirements: Not applicable.
The project is an animal manure management project which will recover and use the biogas
generated from the anaerobic digesters for heat and electricity generation, which is apparently
not a project that generates GHG emissions primarily for the purpose of their subsequent
reduction,removalordestruction.
The project is expected tostart operation on 01-June-2024 and validation shall be completed
in Dec 2024, which is within two years of the project start date.
Theproject doesnotbelong totheexcluded projectactivitiesinTable1ofVCSStandard4.5.
Thus,theprojectiseligibleunder thescopeofVCSprogram.
1.4.2 AFOLUprojecteligibility
NotapplicableastheprojectisanonAFOLUproject.
1.4.3 Transferprojecteligibility
Notapplicableastheprojectisnot transferprojectnorCPAsseeking registration.
1.5 Project Design
Theproject hasbeendesigned toincludeasingleinstallationofanactivity.
1.5.1 Groupedprojectdesign
Notapplicableastheprojectisnot agroupedproject.
1.6 Project Proponent
6

[['Email', 'sdwxy.2008@163.com']]
[['Organization name', 'ChinaCarbonNeutralGroupLimited'], ['Role in the project', 'Consultant'], ['Contact person', 'JiangDongmei'], ['Title', 'ChiefScientist'], ['Address', 'Unit1808,18/F,LandmarkSouth,39YipKanStreet,WongChukHang,Hong\nKong'], ['Telephone', '+85237288700'], ['Email', 'dongmei.jiang@carbonneutral.com.hk']]
[['Projectstart date', '01-June-2024'], ['Justification', 'Asper3.8ofVCSStandard(Version4.5),theprojectstart\ndateofanon-AFOLUprojectisthedateonwhichtheproject\nbegangenerating GHGemissionreductionsorremovals.The\nprojectactivityisanon-AFOLUproject and startedoperation\non01-June-2024, therefore, the project start date is 01-\nJune-2024.']]
[['Creditingperiod', '☒Sevenyears,twicerenewable\n☐Tenyears, fixed\n☐Other (statetheselectedcreditingperiodand justifyhow it']]
VCS Project Description Template, v4.3
1.7 Other Entities Involved in the Project
1.8 Ownership
Theproject owneroftheprojectisBiaofaEcological(Juancheng) Co.,Ltd.Theapprovalof
environmental impactassessment (EIA),projectapprovaland thebusinesslicense ofthe
projectownerareevidenceforlegislativeright.Besides,themaincontractsestablished the
propertyand contractualrightintheprojectandequipment thatgenerateGHGemission
reductions.
1.9 Project Start Date
1.10 Project Crediting Period
7","{'organization_name': 'Biaofa Ecological (Juancheng) Co., Ltd', 'telephone': '13563878331', 'email': 'sdwxy.2008@163.com', 'country': 'China'}","5","5","5","5","1","0.15","515","-"
"What is the project sector, either Renewable Energy or Forestry and Land Use?","Based on the provided information, the project sector is Renewable Energy. This is indicated by the mention of renewable energy sources, the operation of grid-connected power plants, and the expected annual emission reduction of the project activity.","

[['', 'Organization:', '', 'Colbún S.A'], ['', 'Role/responsabilities:', '', 'Project Proponet'], ['', 'Authorized Representative:', '', 'Cristián Mosella'], ['', 'Street/P.O.Box:', '', 'Av. Apoquindo 4775, Piso 11'], ['', 'City:', '', 'Santiago'], ['', 'Country:', '', 'Chile'], ['', 'Telephone:', '', '56-2-2460-4280'], ['', 'FAX:', '', '56-2-2460-4005'], ['', 'E-Mail:', '', 'cmosella@colbun.cl']]
PROJECT DESCRIPTION : VCS Version 3
operation of grid-connected power plants and by the addition of new generation sources. Thus, the
expected annual emission reduction of the project activity is 610,724 tCO . 2
In addition, San Pedro Hydropower Plant diversifies the energy pool through the implementation of
renewable energy sources helping to reduce Chile's dependence on natural gas coming from
Argentina and other countries and to supply the progressive increase in the energy sector demand,
which has grown strongly in recent years, thus contributing with the sustainable development of
the country.
1.2 Sectoral Scope and Project Type
This project is considered as Sectoral Scope 1, Energy Industries (renewable/non renewable
sources).
1.3 Project Proponent
Table 1 shown the contact information and responsibility of the project participants
Table 1: Contact information of project participants
1.4 Other Entities Involved in the Project
No other Entities are involved in the Project
1.5 Project Start Date
The project emission reduction starting date will be 01May 2017 corresponding to the date when
the project started generating and supplying electricity.
1.6 Project Crediting Period
The crediting period start date of the project will be 01 May 2017. The first crediting period will last
for 10 years and its is planned to be renewed 2 times, adding up to 30 years in total. Therefore, the
end for the 1st crediting period will be on 30 Abril 2027.
v3.1 4","{'project_sector': 'Renewable Energy'}","4","3","5","5","5","0.12","516","-"
"What are the project proponents, including organization name, phone number, email address, state/city and country of the entity responsible for managing this carbon project?","Based on the provided information, the organization responsible for managing this carbon project is Servicios Comerciales de Energía, S.A. de C.V. Unfortunately, the phone number, email address, city, and country of the entity are not provided in the given context. You may need to conduct further research or contact the relevant authorities to obtain this information.","

PROJECT DESCRIPTION: VCS Version 3
1.12 Ownership and Other Programs
1.12.1 Right of Use
The Project Owner is the Project Proponent, Servicios Comerciales de Energía, S.A. de C.V.
1.12.2 Emissions Trading Programs and Other Binding Limits
The project is included in the CDM Programme of Activities “Mexican Renewable Energy Alliance PoA”
however, under this programme, the project’s crediting period is 7 years renewable, starting on January
16, 2015. Thus, the energy generated prior to January 16, 2015 is not subject to any emission-trading
program or any other binding limit; for the remaining of the crediting period, the project implementer will
choose to claim emission reductions under one carbon programme only in order to avoid double-
accounting.
1.12.3 Other Forms of Environmental Credit
The project is not subject of any other type of environmental credit.
1.12.4 Participation under Other GHG Programs
The project is included in the CDM Programme of Activities “Mexican Renewable Energy Alliance PoA”
Refer to section 1.12.2.
1.12.5 Projects Rejected by Other GHG Programs
The project has not been rejected of any GHG program.
1.13 Additional Information Relevant to the Project
Eligibility Criteria
This is not a grouped project.
Leakage Management
The project does not comprise any fossil-fuel backup generator for generating electricity to be supplied to
the grid. Nevertheless, there is a 100 kW diesel generator that is being used for generating energy for
internal use during emergencies. Emissions associated to fossil consumption in this generator will be
estimated in order to ensure conservativeness in the emission reductions calculations. The monitoring
information for the consumed fuel in this generator is provided in sections 4.1 and 4.2 of this PD.
Commercially Sensitive Information
N/A
Further Information
N/A
v3.2 8","{'organization_name': 'Servicios Comerciales de Energia S.A. de C.V.'}","3","1","1","1","1","0.21","517","-"
"What is the project sector, either Renewable Energy or Forestry and Land Use?","Based on the provided information, the project sector for the San Andrés Hydroelectric Project is Renewable Energy.","

[['', None, None, '', None, None], ['', 'ANSI', '', '', 'VCS Sectoral Scope', ''], ['', None, None, '', None, None], ['', None, None, '', None, None], ['', None, None, '', '1. Energy Industries (renewable/non-renewable', ''], ['', '1. GHG emission reductions from fuel', '', None, None, None], [None, 'consumption', None, None, 'sources)', None], ['', None, None, None, None, None], ['', None, None, '', None, None]]
PROJECT DESCRIPTION : VCS Version 3
1 PROJECT DETAILS
1.1 Summary Description of the Project
San Andrés Hydroelectric Project is a run of river hydroelectric power plant that will be
implemented on the San Andrés River located in the San Andrés de Cuerquia Municipality on the
northern region of the department of Antioquia in the Republic of Colombia. The power-plant will
have an installed Effective capacity of 19.9 MW and Annual Power Generation delivered to the
grid of 172 GWh; total estimated emissions reduction for the crediting period is 473,170 tonnes of
CO e; the power-plant will be connected to the national grid on the Yarumal II substation, with a 2
36km 110kV transmission line.
The installation of the project is expected to be finished on October 1st 2013. The project is fully
authorized by the respective national authorities including the Unique Environmental License,
which is awarded to Celsia S.A. E.S.P. by Resolution Nº130 TH 12079241 and the authorization
of the CRE (energy regulation commission).1
1.2 Sectoral Scope and Project Type
1.3 Project Proponent
Organization: Celsia S.A. E.S.P.
Street/P.O.Box: Carrera 43A No. 1A Sur 143
Building: Torre Sur, Centro Santillana
City: Medellín
State/Region: Antioquia
Postcode/ZIP:
Country: Colombia
1 Annex B number 20
v3.1 3","{'project_sector': 'Renewable Energy'}","4","3","5","5","5","0.24","518","-"
"What is the project sector, either Renewable Energy or Forestry and Land Use?","Based on the provided information, the project sector is Renewable Energy.","

[['', 'Total', '', '', '01-July-2022', '', 'VCS v4.5', '', 'LGAI,', '', '1.33 years'], [None, None, None, None, 'to 30-October-', None, None, None, 'Technological', None, None], [None, 'Verification', None, None, None, None, None, None, None, None, None], [None, None, None, None, '2023', None, None, None, 'center,S.A', None, None]]
[['Excluded Activity', 'Applicability'], ['Grid-connected electricity generation\nactivities using hydroelectric power plants.', 'Not applicable as the project activity involves\nsolar energy.'], ['Grid-connected electricity generation\nactivities using wind, geothermal, or solar\nphotovoltaic (PV) power plants.', 'Not applicable as the project activity involve\nproviding mechanical energy which is used by\nan individual user and does not involve\ngeneration of electricity from wind,\ngeothermal, or solar power plants/units\nneither are they connected to grid.'], ['Activities recovering waste heat for combined\ncycle electricity generation, or to heat/cool via\ncogeneration or trigeneration.', 'Not applicable, as the project activity does\nnot utilize recovered waste heat for any\npurposes.'], ['Activities generating electricity and/or thermal\nenergy for industrial use from the combustion\nof non-renewable biomass, agro-residue\nbiomass, or forest residue biomass.', 'Not applicable, as the project activity does\nnot involve in generation electricity using\nbiomass.'], ['Activities generating electricity and/or thermal\nenergy using fossil fuels, and activities that\ninvolve switching from a higher to a lower\ncarbon content fossil fuel', 'Not applicable as the project activity do not\ninclude the generation of electricity and/or\nthermal energy using fossil fuels, including\nactivities that involve switching from a higher']]
Joint Project Description & Monitoring Report: VCS Version 4.2
1.2 Sectoral Scope and Project Type
Sectoral Scope: 01 Energy (Renewable/Non-Renewable)
Project Activity Type: Type-I Renewable Energy Products
1.3 Project Eligibility
The grouped project activity (here after referred as project activity) fall under the scope of VCS
Program as it is in line with the requirement of VCS Standard v4.5. The project activity does not
fall under the category of excluded projects in Table 1 of VCS Standard v4.5 & is therefore eligible
under the scope of VCS Program:
5","{'project_sector': 'Renewable Energy'}","5","3","5","5","5","0.33","519","-"
"What is the project summary, province, country, latitude, and longitude of this project?","Based on the given information, the project summary, province, country, latitude, and longitude are not provided.","

Joint Project Description & Monitoring Report: VCS Version 4.2
1.18 Additional Information Relevant to the Project
Leakage Management
There is no leakage management as per applied methodology ACM0002, Version 21.0.
Commercially Sensitive Information
There is no commercially sensitive information excluded in the document.
Further Information
No relevant further information is applicable.
2 SAFEGUARDS
2.1 No Net Harm
No negative environmental and socio-economic impacts have been observed /recorded for this
project. No further assessment was conducted prior to the commencement of the second
crediting period. Detailed information of Büyükdüz HEPP’s social and environmental performance
can be gained via Sustainable Development chapter.
The project helps Turkey to stimulate and commercialize the use of grid connected renewable
energy technologies and markets. The specific economic, social and environmental benefits are:
• Reducing Turkeys expanding energy deficit;
• Diversification of Turkish electricity generation mix and reduction of import dependency;
• Creation of local employment and income during construction and operation of HPP
(directly as well as indirectly via contracts with local providers for supply of construction
material);
• Foster infrastructural investments with connected development benefits to the local rural
community in the remote project area;
• Making rural electricity supply more reliable, better available and cost efficient thanks to
decreasing distances between generation and consumption points.
2.2 Local Stakeholder Consultation
This project has continued operation since 2012 and the project activities do not result in
different impacts with respect to different vintages, the grievance mechanism does mainly rely
on the existing grievance mechanism using logbook. Logbooks were delivered to Mukhtars in the
19","{'project_name': 'Buyukduz Hydroelectric Power Plant, Turkey', 'project_summary': 'Buyukduz Hydroelectric Power Plant is a run-of-river type hydroelectric renewable energy project with an installed capacity of 70.844 MWm / 68.862 MWe. It is located in the Eastern Black Sea Region, Gumushane Province, Kurtun District of Turkey.', 'project_state_province': 'Gümüşhane Province', 'project_country': 'Turkey', 'project_latitude': 40.6, 'project_longitude': 39.05}","1","1","1","1","1","0.06","520","-"
"What are the project proponents, including organization name, phone number, email address, state/city and country of the entity responsible for managing this carbon project?","The organization responsible for managing this carbon project is ReNew Wind Energy (Rajasthan) Private Limited. The contact person is Mr. Parag Sharma, the Chief Operating Officer. The organization's address is MG Road, Tower 4A, 6th Floor, DLF Corporate Park, Gurgaon (NCR Delhi), Haryana- 122002, India. The telephone number is +91 124 4489 6670/80 and the email address is info@renewpower.in.","

[['', 'Organization name', '', 'ReNew Wind Energy (Rajasthan) Private Limited'], ['', 'Contact person', '', 'Mr. Parag Sharma'], ['', 'Title', '', 'Chief Operating Officer'], ['Address', 'Address', None, 'MG Road, Tower 4A, 6th Floor, DLF Corporate Park, Gurgaon (NCR\nDelhi), Haryana- 122002, India'], ['', 'Telephone', '', '+91 124 4489 6670/80'], ['', 'Email', '', 'info@renewpower.in']]
[['Project Scale', None], ['Project', '\uf0fc (as per section 3.9 of VCS standard, ver.\n3.5)'], ['Large project', '']]
[['Year', '', 'Estimated GHG emission', ''], [None, None, 'reductions or removals', None], [None, None, '(tCO e)\n2', None]]
PROJECT DESCRIPTION : VCS Version 3
1 PROJECT DETAILS
1.1 Summary Description of the Project
1.2 Sectoral Scope and Project Type
Sectoral scope: 1, Energy industries (renewable/ non-renewable sources)
Category: “Grid- connected electricity generation from renewable sources”
1.3 Project Proponent
1.4 Other Entities Involved in the Project
1.5 Project Start Date
16th August 2013 i.e. the date of commissioning of 3.0 MW (1.5 MW*2) of the project activity, the
date on which the project activity commenced generating GHG emission reductions.
1.6 Project Crediting Period
CDM Crediting Period: 29 Dec 2014 - 28 Dec 2021 (Renewable)
VCS Crediting Period: 16 August 2013 – 28 December 2014
1.7 Project Scale and Estimated GHG Emission Reductions or Removals
v3.2 3","{'organization_name': 'ReNew Wind Energy (Rajasthan) Private Limited', 'email': 'dhawal.marghade@mitconindia.com', 'state/city': 'Inđija', 'country': 'India'}","5","5","5","5","1","0.24","521","-"
"What is the project summary, province, country, latitude, and longitude of this project?","Project Summary: The project involves the establishment of plantations in the Yoni and Masimera Chiefdoms within the Tonkolili and Port Loko Districts in Sierra Leone. The project aims to promote sustainable forestry practices and mitigate climate change.

Province: The project is located in the Northern District of Sierra Leone.

Country: The project is located in Sierra Leone.

Latitude: The project is situated between latitudes 8.31 and 8.51.

Longitude: The project is located between longitudes -12.18 and -12.35.","

Joint Project Description & Monitoring Report: VCS Version 4.0
As a final comment, it is important to point out that Miro Forestry is not located within a jurisdiction
covered by a jurisdictional REDD+ program9.
1.12 Project Location
The project plantations are located in the Yoni and Masimera Chiefdoms within the Tonkolili and Port
Loko Districts, in the Northern District of Sierra Leone (Figure 7). The Company’s current landholding is
26,897 ha. The landholding is located between latitudes 8.31 and 8.51, and longitudes -12.18 and -
12.35 and is located adjacent to the main highway heading east from Freetown and Port Loko into the
provinces. This road network provides access to Freetown and the major port sites of Sierra Leone. The
plantation is nearest to Yonibana a small town, nearly 91 miles from Freetown.
Figure 7. Project Location in Sierra Leonne, and the location of the plantations (yellow
polygons).
9 South Pole research under the verification standards database
25

Joint Project Description & Monitoring Report: VCS Version 4.0
Tonkolili District is referred to as the midpoint District of Sierra Leone because of its central location in
the middle of the country, bordering 6 out of 11 other districts that constitute the country. In the north,
it is bordered by the northern region Districts of Bombali and Koinadugu; in the east, by the eastern
region District of Kono; in the south east by the eastern region District of Kenema and southern region
District of Bo; in the south by southern region District of Moyamba and in the west by the north western
region District of Port Loko.
According to the new (2017) re-districting and re-regionalisation, Tonkolili District lies in the Northern
region of Sierra Leone and Port Loko District lies in the north western region.
In 2011 the Company signed a land lease for 20,980 ha, split into Yoni Block A and Block B (Figure 8),
leased from the traditional landholders and ratified by the Government. In 2017 3,137 ha of forest
management within this land lease area were certified by the FSC with certification number C135138.
In 2018 a further 1,800 ha were leased in the Masimera Chiefdom, this area is known as the
Masimera plantation.
Figure 8. Project Area: First Leasing block A (north), block B (south) and Blocks D, E, F for leases
after 2011. Source: ESIA 201810
All the properties leased are distributed across different communities, divided by the Chiefdom as
follows (Table 14):
10 Supports/1_PDD/PO_Information/ESIA/MFSL ESIA for Miro New Leases – GeoData 02082018
26

[['', 'Yoni Chiefdom', '', '', 'Massimera Chiefdom', ''], ['', 'Royanka', '', '', 'Mayolla', ''], ['', 'Ronolla', '', '', 'Yanabay', ''], ['', 'Kulkoss', '', '', 'Kombabonk', ''], ['', 'Mamorka', '', '', 'Rosint Lol', ''], ['', 'Masecheleh', '', '', 'Marainday', ''], ['', 'Bongababay', '', '', 'Rosar', ''], ['', 'Kethibio', '', '', 'Robaylla', ''], ['', 'Masegkra', '', '', 'Mathorthe', ''], ['', 'Patisu', '', '', 'Makuserry', ''], ['', 'Malosie', '', '', 'Masimera', ''], ['', 'Makomgba', '', '', 'Chai-Turay', ''], ['', 'Rothongbai', '', '', 'Mabilabana', ''], ['', 'Masangba', '', '', '-', ''], ['', 'Matetie', '', '', '-', ''], ['', 'Makessie', '', '', '-', ''], ['', 'Patfumayagbo', '', '', '-', ''], ['', 'Mafala', '', '', '-', ''], ['', 'Manjehun', '', '', '-', ''], ['', 'Mabilla Banna', '', '', '-', ''], ['', 'Rogbogban', '', '', '-', ''], ['', 'Masanki', '', '', '-', ''], ['', 'Robisbana', '', '', '-', ''], ['', 'Mashenkra', '', '', '-', ''], ['', 'Mayira', '', '', '-', ''], ['', 'Maranda', '', '', '-', '']]
Joint Project Description & Monitoring Report: VCS Version 4.0
Table 14 Communities present in the project area
1.13 Conditions Prior to Project Initiation
All the descriptions of the climate, topography, hydrology, soils, ecosystems and biodiversity, vegetation
and fauna, have been extracted from the Forestry Management Plan (FMP)11 for the project:
Climate
The project is located within an area that has a humid tropical climate, with two rain regimes: the wet
season from May to November and is related to the tropical maritime monsoon, that flows from
southwest to northeast; and the dry season which ranges from December to April and is associated
with the dry Harmattan winds that blows from the Sahara region12. The mean yearly rainfall for the
11 Supports/1.PDD/PO Information/MFSL Forestry Mgt Plan V8 FINAL 2019
12 https://www.globalsecurity.org/military/world/africa/sl-climate.htm
27","{'project_name': 'Reforestation of Degraded Lands in Sierra Leone', 'project_summary': 'Miro Forestry has over 10,000 hectares of standing plantations, expanding this plantation area at a rate of 3,000 hectares per year and producing sustainable timber products including plywood, rotary veneer, poles, sawn timber, and wood biomass.\r\nThe plantations are Forest Stewardship Council™ (FSC™) certified meaning the voluntary compliance with the international gold standard of responsible forest management.\r\nThe Yoni Plantation is around 8.5° north of the equator and has a tropical climate with average monthly temperatures ranging between 26°C and 36°C and annual rainfall in excess of 2,000mm. The dry season typically spans between December and March having less than 100mm of rainfall.\r\nThe land on which the Company is establishing plantation forests was once forested with primary forest, however, the land now consists of secondary growth including grasses, low level bush and palms. The land is being leased under longterm agreements with landowners ratified by the chief’s and government as legal custodians.\r\nThe land area has limited subsistence farming going on which is primarily centered around the low lying swampy areas for rice cultivation unsuitable for forestry. The Company works in ongoing consultation with local farmers and aims to bring additional benefit to such farmers through opening up swampy areas for rice cultivation and enabling controlled agroforestry thus providing clear land for subsistence farming, mutual crop protection and keeping the land free of nutrient sapping undergrowth.\r\nMiro Forestry aims to conform to high environmental, ethical, financial and social standards, and achieve international forestry certification on all plantations. It aims to be the preferred partner for local communities, the national government, and international development and finance.', 'project_state_province': 'Tonkolili and Port Loko Districts', 'project_country': 'Sierra Leone', 'project_latitude': 8.47, 'project_longitude': -12.34}","5","5","5","5","5","0.19","522","-"
