id,type,value
2373,project_proponents,"[{'organization_name': 'Ecológica Assessoria Ltda.', 'country': 'Brazil'}]"
2374,project_proponents,"[{'organization_name': 'Jilin Forest Industry Environmental Technology Co., Ltd.', 'state/city': 'Jilin', 'country': 'China'}]"
2375,project_proponents,"[{'organization_name': 'Jilin Forest Industry Environmental Technology Co., Ltd.', 'state/city': 'Jilin', 'country': 'China'}]"
2376,project_proponents,"[{'organization_name': 'Jilin Forest Industry Environmental Technology Co., Ltd.', 'state/city': 'Jilin', 'country': 'China'}]"
2377,project_proponents,"[{'organization_name': 'Jilin Forest Industry Environmental Technology Co., Ltd.', 'state/city': 'Jilin', 'country': 'China'}]"
2378,project_proponents,"[{'organization_name': 'Guizhou Xinzhanxin Agricultural Technology Co., Ltd.'}]"
2379,project_proponents,"[{'organization_name': 'Guizhou Xinzhanxin Agricultural Technology Co., Ltd.'}]"
2381,project_proponents,"[{'organization_name': 'Converted From a another GHG program CDM', 'state/city': 'Frome'}]"
2382,project_proponents,"[{'organization_name': 'Achats Service International', 'email': 'nigerbiocarbone@gmail.com', 'state/city': 'Niamey'}]"
2383,project_proponents,"[{'organization_name': 'Guizhou Shuikuang Orion Clean Energy Co., Ltd.', 'state/city': 'Orion', 'country': 'China'}]"
2385,project_proponents,"[{'organization_name': 'Cree First Nation of Waswanipi.', 'telephone': '819-753-2587', 'email': 'michel.ares@cfnw.ca', 'country': 'Canada'}]"
2386,project_proponents,"[{'organization_name': 'Global Forest Support GmbH', 'telephone': '16046191585', 'email': 'admin@green-raise.com', 'country': 'Austria'}]"
2387,project_proponents,"[{'organization_name': 'Guangxi Baixin Agricultural Technology Co., Ltd.', 'telephone': '13917344437', 'email': 'baixinnongye@126.com', 'country': 'China'}]"
2391,project_proponents,"[{'organization_name': 'Tianshui Forestry Science Institute', 'state/city': 'Tianshui', 'country': 'China'}]"
2392,project_proponents,"[{'organization_name': 'Empresa de Acueducto y Alcantarillado de Pereira S.A.S E.S. P', 'telephone': '3151300', 'state/city': 'Pereira', 'country': 'Colombia'}]"
2396,project_proponents,"[{'organization_name': 'Hefei Luyu Agricultural Technology Co., Ltd', 'state/city': 'Hefei', 'country': 'China'}]"
2397,project_proponents,"[{'organization_name': 'Hefei Luyu Agricultural Technology Co., Ltd', 'state/city': 'Hefei', 'country': 'China'}]"
2398,project_proponents,"[{'organization_name': 'Hefei Luyu Agricultural Technology Co., Ltd', 'state/city': 'Hefei', 'country': 'China'}]"
2399,project_proponents,"[{'organization_name': 'Hefei Luyu Agricultural Technology Co., Ltd', 'state/city': 'Hefei', 'country': 'China'}]"
2401,project_proponents,"[{'organization_name': 'Miro Forestry Developments Limited', 'telephone': '7899074158', 'email': 'info@miroforestry.com', 'state/city': 'London', 'country': 'United Kingdom'}]"
2404,project_proponents,"[{'organization_name': 'Mangalam Timber Unit of Mangalam Cement Limited', 'telephone': '7890273471', 'email': 'prabhat@mangalamtimber.com', 'state/city': 'Inđija', 'country': 'India'}]"
2405,project_proponents,"[{'organization_name': 'Dingxi City Chankou Forestry Proving Ground', 'country': 'China'}]"
2406,project_proponents,"[{'organization_name': 'ALLCOT A.G.', 'telephone': '+41 415522900', 'email': 'admin.ch@allcot.com', 'country': 'Switzerland'}]"
2407,project_proponents,"[{'organization_name': 'ALLCOT A.G.', 'telephone': '+41 415522900', 'email': 'admin.ch@allcot.com', 'country': 'Switzerland'}]"
2408,project_proponents,"[{'organization_name': 'Sichuan Jiajinshan Forestry Bureau', 'country': 'China'}]"
2409,project_proponents,"[{'organization_name': 'C-Quest Capital SGT Asia Stoves Private Limited', 'state/city': 'Asia', 'country': 'Singapore'}]"
2410,project_proponents,"[{'organization_name': 'Miro Forestry Developments Limited', 'telephone': '7899074158', 'email': 'info@miroforestry.com', 'state/city': 'London', 'country': 'United Kingdom'}]"
2411,project_proponents,"[{'organization_name': 'AGRO EMPRESA FORESTAL SA', 'telephone': '+5491136338125', 'email': 'fmoyano@prosustentia.com'}]"
2413,project_proponents,"[{'organization_name': 'Zhangjiakou Sailin Landscaping Co., Ltd.', 'telephone': '+86 313-5892315', 'email': '1170402039@qq.com', 'state/city': 'Zhangjiakou', 'country': 'China'}]"
2418,project_proponents,"[{'organization_name': 'Lanzhou Landscaping And Greening Service Center', 'state/city': 'Lanzhou', 'country': 'China'}]"
2419,project_proponents,"[{'organization_name': 'Zhangjiakou Sailin Landscaping Co., Ltd.', 'telephone': '+86 313-5892315', 'email': '1170402039@qq.com', 'state/city': 'Zhangjiakou', 'country': 'China'}]"
2433,project_proponents,[{'organization_name': 'Converted from other GHG program'}]
2434,project_proponents,"[{'organization_name': 'Essakane Solar S.A.S.', 'email': 'emma.kantiono@essakane-solar.com', 'state/city': 'Ouagadougou', 'country': 'Burkina Faso'}]"
2445,project_proponents,"[{'organization_name': 'G K Energy Marketers Pvt. Ltd', 'state/city': 'Inđija', 'country': 'India'}]"
2450,project_proponents,"[{'organization_name': 'Starsight Power Utility Limited', 'telephone': '+234 809 489 7800', 'email': 'cukachukwu@starsightlimited.com', 'state/city': 'Lagos'}]"
2451,project_proponents,"[{'organization_name': 'Loufan County Forestry Workstation', 'country': 'China'}]"
2458,project_proponents,"[{'organization_name': 'Qinghai Guanglv Landscaping Co., Ltd.', 'country': 'China'}]"
2465,project_proponents,"[{'organization_name': 'ERA Assessoria e Projetos Ambientais e Agricolas Ltd.', 'telephone': '11 93375 0914', 'email': 'hannah@erabrazil.com', 'state/city': 'São Paulo', 'country': 'Brazil'}]"
2466,project_proponents,"[{'organization_name': 'TAMILNADU SPINNING MILLS ASSOCIATION (TASMA)', 'email': 'directorprojects@tasma.in', 'state/city': 'Inđija', 'country': 'India'}]"
2467,project_proponents,"[{'organization_name': 'BK Alternatif Enerji Anonim Sirketi', 'telephone': '+90 216 3550968', 'email': 'cagla@ruzgardanismanlik.net', 'country': 'Turkey'}]"
2469,project_proponents,"[{'organization_name': 'Forestal Azul S.A.', 'email': 'andrea.braun@unique-forestinvestment.de', 'state/city': 'Azul', 'country': 'Germany'}]"
2470,project_proponents,"[{'organization_name': 'G K Energy Marketers Pvt. Ltd', 'state/city': 'Inđija', 'country': 'India'}]"
2471,project_proponents,"[{'organization_name': 'The PURE PROJECT SAS', 'email': 'carbon@purprojet.com', 'state/city': 'Parys', 'country': 'France'}]"
2474,project_proponents,"[{'organization_name': 'Fujian Shunchang State-owned Forest Farm', 'country': 'China'}]"
2476,project_proponents,"[{'organization_name': 'Hefei Luyu Agricultural Technology Co., Ltd', 'state/city': 'Hefei', 'country': 'China'}]"
2477,project_proponents,"[{'organization_name': 'Hefei Luyu Agricultural Technology Co., Ltd', 'state/city': 'Hefei', 'country': 'China'}]"
2479,project_proponents,"[{'organization_name': 'Mahogani Vishwa Agro Pvt Ltd', 'telephone': '+91-9112399622', 'email': 'mahoganiwishvaagro@gmail.com', 'state/city': 'Pune', 'country': 'India'}]"
2481,project_proponents,"[{'organization_name': 'Fundacion Bosque De Generaciones', 'state/city': 'Fundación'}]"
2483,project_proponents,"[{'organization_name': 'FORCERT Limited', 'telephone': '+67571063196', 'email': 'pdam.forcert@gmail.com', 'state/city': 'New Britain', 'country': 'United Kingdom'}]"
2485,project_proponents,"[{'organization_name': 'Carbon Sink Group s.r.l.', 'telephone': '+39 055 4574675', 'email': 'info@carbonsink.it', 'country': 'Italy'}]"
2495,project_proponents,"[{'organization_name': 'Crusoe Energy Systems, Inc.', 'telephone': '415-371-9746', 'email': 'hchan@crusoeenergy.com', 'state/city': 'Colorado', 'country': 'United States'}]"
2496,project_proponents,"[{'organization_name': 'Investancia Paraguay S.A.', 'email': 'christian.nielsen@investancia.com'}]"
2497,project_proponents,"[{'organization_name': 'Clean Air Action Corporation', 'telephone': '918-747-8770', 'country': 'United States'}]"
2498,project_proponents,"[{'organization_name': 'Miller Forest Investment AG', 'telephone': '7529 9715580', 'email': 'info@miller-investment.de', 'state/city': 'Baden', 'country': 'Germany'}]"
2500,project_proponents,"[{'organization_name': 'Ban.CO2 de Carbono Mestizo', 'state/city': 'Baní', 'country': 'Mexico'}]"
2501,project_proponents,[{'organization_name': 'Converted from other GHG program'}]
2502,project_proponents,"[{'organization_name': 'MADERERA RIO ACRE SAC', 'telephone': '(51)954688869', 'email': 'JCANCHAYA@MATIM.PE', 'country': 'Peru'}]"
2504,project_proponents,"[{'organization_name': 'Hefei Luyu Agricultural Technology Co., Ltd', 'state/city': 'Hefei', 'country': 'China'}]"
2506,project_proponents,"[{'organization_name': 'Hefei Luyu Agricultural Technology Co., Ltd', 'state/city': 'Hefei', 'country': 'China'}]"
2507,project_proponents,"[{'organization_name': 'Hefei Luyu Agricultural Technology Co., Ltd', 'state/city': 'Hefei', 'country': 'China'}]"
2510,project_proponents,"[{'organization_name': 'African Parks RCA', 'telephone': '+31650274566', 'email': 'wim@africanparks.org', 'state/city': 'Central', 'country': 'Central African Republic'}]"
2512,project_proponents,"[{'organization_name': 'Forest First Colombia S.A.S.', 'telephone': '1 745-0560', 'email': 'wdecreus@forestfirst.com', 'state/city': 'Colombia', 'country': 'Colombia'}]"
2515,project_proponents,"[{'organization_name': 'EKI Energy Services Limited', 'telephone': '919907534900', 'email': 'registry@enkingint.org', 'state/city': 'Inđija', 'country': 'India'}]"
2517,project_proponents,"[{'organization_name': 'EKI Energy Services Limited', 'telephone': '919907534900', 'email': 'registry@enkingint.org', 'state/city': 'Inđija', 'country': 'India'}]"
2518,project_proponents,[{'organization_name': 'ALLCOT AG'}]
2531,project_proponents,"[{'organization_name': 'EKI Energy Services Limited', 'telephone': '919907534900', 'email': 'registry@enkingint.org', 'state/city': 'Inđija', 'country': 'India'}]"
2532,project_proponents,"[{'organization_name': 'Reforestadora Cumare S.A.S.', 'telephone': '5718052020', 'email': 'paula.sanchez@campocapital.com', 'state/city': 'Bogotá', 'country': 'Colombia'}]"
2538,project_proponents,"[{'organization_name': 'African Parks Benin (A Branch of African Parks Network)', 'telephone': '+31650274566', 'email': 'info@africanparks.org', 'state/city': 'Johannesburg', 'country': 'Benin'}]"
2547,project_proponents,"[{'organization_name': 'Carbon Sink Group s.r.l.', 'telephone': '+39 055 4574675', 'email': 'info@carbonsink.it', 'country': 'Italy'}]"
2551,project_proponents,"[{'organization_name': 'BRCARBON SERVICOS AMBIENTAIS LTDA', 'telephone': '34243583', 'email': 'diretoria@brcarbon.com.br', 'state/city': 'São Paulo', 'country': 'Brazil'}]"
2552,project_proponents,"[{'organization_name': 'Department of Forests and Wildlife Preservation, Punjab', 'telephone': '9855555191', 'email': 'cfshiwalik68@gmail.com', 'state/city': 'Inđija', 'country': 'India'}]"
2553,project_proponents,"[{'organization_name': 'Saving Nature, Inc.', 'state/city': 'Carolina', 'country': 'United States'}]"
2554,project_proponents,"[{'organization_name': 'Climate Neutral Group.', 'telephone': '11014718', 'email': 'marieke.andringa@climateneutralgroup.com', 'state/city': 'Utrecht', 'country': 'Netherlands'}]"
2555,project_proponents,"[{'organization_name': 'Department of Forests and Wildlife Preservation, Punjab', 'telephone': '9855555191', 'email': 'cfshiwalik68@gmail.com', 'state/city': 'Inđija', 'country': 'India'}]"
2556,project_proponents,"[{'organization_name': 'SAIFF Hold Co. Ltd.', 'telephone': '+1 345 749 2776', 'email': 'rpalmer@dmsgovernance.com'}]"
2566,project_proponents,"[{'organization_name': 'Instituto Homem Pantaneiro', 'telephone': '3232-3303', 'email': 'faleconosco@institutohomempantaneiro.org.br', 'state/city': 'Corumbá', 'country': 'Brazil'}]"
2568,project_proponents,"[{'organization_name': 'Lingshui County Forestry Bureau', 'telephone': '+86-186 8997', 'email': 'CN21002100@163.com', 'country': 'China'}]"
2569,project_proponents,"[{'organization_name': 'Yingjing County State-owned Assets Management Co., Ltd', 'telephone': '13778758077', 'email': '271834553@qq.com', 'country': 'United States'}]"
2570,project_proponents,"[{'organization_name': 'Beijing Qianyuhui Environmental Technology Co., Ltd.', 'telephone': '13011855440', 'email': 'lianyu@qyh-investment.com', 'state/city': 'Beijing', 'country': 'China'}]"
2576,project_proponents,"[{'organization_name': 'Fideicomiso Financiero Forestal Montes del Este', 'email': 'dramirez@cambium.com.uy'}]"
2577,project_proponents,"[{'organization_name': 'Rubber Reseach Institute of Sri Lanka', 'telephone': '+94772642469', 'email': 'enokamunasinghe@yahoo.com', 'country': 'Sri Lanka'}]"
2578,project_proponents,"[{'organization_name': 'APRONAD Asociacion para la Promocion de Nuevas Alternativas de Desarrllo', 'telephone': '67988894', 'email': 'apronad@gmail.com', 'state/city': 'Panamá'}]"
2584,project_proponents,"[{'organization_name': 'EKI Energy Services Limited', 'telephone': '919907534900', 'email': 'registry@enkingint.org', 'state/city': 'Inđija', 'country': 'India'}]"
2585,project_proponents,"[{'organization_name': 'EKI Energy Services Limited', 'telephone': '919907534900', 'email': 'registry@enkingint.org', 'state/city': 'Inđija', 'country': 'India'}]"
2586,project_proponents,"[{'organization_name': '413 Environmental, LLC', 'telephone': '+1 602 680 0295', 'email': 'Pat@FourThirteenLLC.com', 'state/city': 'Wyoming', 'country': 'United States'}]"
2587,project_proponents,"[{'organization_name': 'Zero Carbon Holdings, LLC', 'telephone': '+16026800295', 'email': 'Pat@FourThirteenLLC.com', 'state/city': 'Wyoming', 'country': 'United States'}]"
2588,project_proponents,"[{'organization_name': 'Parc Eolien Taiba N’Diaye S.A.U', 'state/city': 'Dakar'}]"
2590,project_proponents,"[{'organization_name': 'Grow Indigo Private Ltd', 'telephone': '+919823157763', 'email': 'usha.zehr@growindigo.co.in', 'state/city': 'Inđija', 'country': 'India'}]"
2598,project_proponents,"[{'organization_name': 'Panguana Stiftung', 'telephone': '+51953751881', 'email': 'armin.niessner@panguana.de', 'country': 'Germany'}]"
2606,project_proponents,"[{'organization_name': 'Fujian Qingliu Forestry Co., Ltd.', 'telephone': '18750877636', 'email': 'qllygsscb@163.com', 'country': 'China'}]"
2609,project_proponents,"[{'organization_name': 'Permian Malaysia SDN. BHD', 'email': 'gerry.elias@permianglobal.com', 'state/city': 'London', 'country': 'Malaysia'}]"
2610,project_proponents,"[{'organization_name': 'UNITAN SAICA', 'telephone': '43315540', 'email': 'alm@unitan.net', 'state/city': 'Delaware', 'country': 'Argentina'}]"
2611,project_proponents,"[{'organization_name': 'Quadriz Paraguay S.A.', 'email': 'christian.nielsen@quadriz.com', 'state/city': 'Asunción'}]"
2615,project_proponents,"[{'organization_name': 'Guizhou Panjiang CBM Development&Utilization Co., Ltd.', 'country': 'China'}]"
2618,project_proponents,[{'organization_name': 'Community Markets for Conservation (COMACO)'}]
2619,project_proponents,"[{'organization_name': 'Tombwe Processing Limited', 'telephone': '762028446', 'email': 'stijn@tombwe.co.zm', 'state/city': 'Lusaka', 'country': 'Zambia'}]"
2622,project_proponents,"[{'organization_name': 'Guizhou Zhongjian’yangchen Energy Investment Co., Ltd.', 'email': 'zjyc_energy@163.com', 'country': 'China'}]"
2623,project_proponents,"[{'organization_name': 'Komaza Group Inc.', 'email': 'corporatefinance@komaza.org', 'country': 'United States'}]"
2626,project_proponents,"[{'organization_name': 'Guizhou Zhongjian’yangchen Energy Investment Co., Ltd.', 'email': 'zjyc_energy@163.com', 'country': 'China'}]"
2627,project_proponents,"[{'organization_name': 'Guizhou Zhongjian’yangchen Energy Investment Co., Ltd.', 'email': 'zjyc_energy@163.com', 'country': 'China'}]"
2628,project_proponents,"[{'organization_name': 'Guizhou Zhongjian’yangchen Energy Investment Co., Ltd.', 'email': 'zjyc_energy@163.com', 'country': 'China'}]"
2629,project_proponents,"[{'organization_name': 'Chongqing Gengfang Agricultural Development Co., Ltd.', 'telephone': '13816428661', 'email': 'gf_mail@163.com', 'state/city': 'Chongqing', 'country': 'China'}]"
2630,project_proponents,"[{'organization_name': 'Chongqing Gengfang Agricultural Development Co., Ltd.', 'telephone': '13816428661', 'email': 'gf_mail@163.com', 'state/city': 'Chongqing', 'country': 'China'}]"
2631,project_proponents,"[{'organization_name': 'Chongqing Gengfang Agricultural Development Co., Ltd.', 'telephone': '13816428661', 'email': 'gf_mail@163.com', 'state/city': 'Chongqing', 'country': 'China'}]"
2632,project_proponents,"[{'organization_name': 'Chongqing Gengfang Agricultural Development Co., Ltd.', 'telephone': '13816428661', 'email': 'gf_mail@163.com', 'state/city': 'Chongqing', 'country': 'China'}]"
2633,project_proponents,"[{'organization_name': 'Chongqing Gengfang Agricultural Development Co., Ltd.', 'telephone': '13816428661', 'email': 'gf_mail@163.com', 'state/city': 'Chongqing', 'country': 'China'}]"
2634,project_proponents,"[{'organization_name': 'Chongqing Gengfang Agricultural Development Co., Ltd.', 'telephone': '13816428661', 'email': 'gf_mail@163.com', 'state/city': 'Chongqing', 'country': 'China'}]"
2635,project_proponents,"[{'organization_name': 'Wanjiang New Energy Group Co., Ltd.', 'telephone': '17721294832', 'email': 'sharkshark999@163.com', 'state/city': 'Zhengzhou', 'country': 'China'}]"
2638,project_proponents,"[{'organization_name': 'Xingshan County Economic Development Investment Co., Ltd.', 'country': 'China'}]"
2640,project_proponents,"[{'organization_name': 'One Carbon World Ltd.', 'telephone': '0208 191 0098', 'email': 'bryony.karsenbarg@onecarbonworld.com', 'state/city': 'Onex', 'country': 'United Kingdom'}]"
2647,project_proponents,"[{'organization_name': 'Norteak Nicaragua S.A.', 'telephone': '87017693', 'email': 'faurby@norteak.no', 'state/city': 'Managua'}]"
2650,project_proponents,"[{'organization_name': 'ecoTrees AG', 'telephone': '+41795027687', 'email': 'catalin.ehrmann@ecotrees.ch', 'country': 'Switzerland'}]"
2651,project_proponents,"[{'organization_name': 'Guizhou Qianhe Carbon Technology Co., Ltd', 'telephone': '+86 159 7038', 'email': 'qizhijian2021@163.com', 'country': 'China'}]"
2652,project_proponents,"[{'organization_name': 'Guizhou Qianhe Carbon Technology Co., Ltd', 'telephone': '+86 159 7038', 'email': 'qizhijian2021@163.com', 'country': 'China'}]"
2659,project_proponents,"[{'organization_name': 'Wanjiang New Energy Group Co., Ltd.', 'telephone': '17721294832', 'email': 'sharkshark999@163.com', 'state/city': 'Zhengzhou', 'country': 'China'}]"
2661,project_proponents,"[{'organization_name': 'Longjing State owned Sanhe Forest Farm', 'telephone': '13944742099', 'email': 'longjinglyth@163.com', 'state/city': 'Longjing', 'country': 'China'}]"
2674,project_proponents,"[{'organization_name': 'Moerdaoga Forest Industry Co. LTD, China Inner Mongolia Forest Industry Group', 'telephone': '+86-139 4702', 'email': 'Moerdg2016@163.com', 'country': 'China'}]"
2681,project_proponents,"[{'organization_name': 'Henan BCCY Environmental Energy CO.,LTD.', 'telephone': '86 371 6552', 'email': 'lwang@bccynewpower.com', 'state/city': 'Colorado', 'country': 'China'}]"
2682,project_proponents,"[{'organization_name': 'Henan BCCY Environmental Energy CO.,LTD.', 'telephone': '86 371 6552', 'email': 'lwang@bccynewpower.com', 'state/city': 'Colorado', 'country': 'China'}]"
2683,project_proponents,"[{'organization_name': 'Henan BCCY Environmental Energy CO.,LTD.', 'telephone': '86 371 6552', 'email': 'lwang@bccynewpower.com', 'state/city': 'Colorado', 'country': 'China'}]"
2698,project_proponents,"[{'organization_name': 'Kangping County Liaobei Seedling Development Co., Ltd.', 'telephone': '15940030772', 'email': 'kangpinglyth@163.com', 'country': 'United States'}]"
2699,project_proponents,"[{'organization_name': 'Nanpanjiang Forestry Bureau of Yunnan Province', 'telephone': '+8615877867777', 'email': 'shizonglyth@163.com', 'country': 'China'}]"
2709,project_proponents,"[{'organization_name': 'Beatris Tormena Fabris Gradela Ltda.', 'country': 'Brazil'}]"
2710,project_proponents,"[{'organization_name': 'WeAct Pty Ltd.', 'email': 'vivek@weact.com.au', 'country': 'Australia'}]"
2715,project_proponents,"[{'organization_name': 'Arxan Forest Industry Co. LTD, China Inner Mongolia Forest Industry Group', 'telephone': '3343647181', 'email': '3343647181@qq.com', 'country': 'China'}]"
2719,project_proponents,"[{'organization_name': 'State owned Gaoyanzi Forest Farm in Jianshi County', 'telephone': '15347120222', 'country': 'China'}]"
2721,project_proponents,"[{'organization_name': 'Chongqing Fuguan Investment Co., Ltd.', 'telephone': '+8613308274333', 'email': 'pengshuitanhui@163.com', 'state/city': 'Chongqing', 'country': 'China'}]"
2722,project_proponents,"[{'organization_name': 'Alongshan Forest Industry Co. LTD, China Inner Mongolia Forest Industry Group', 'telephone': '+86-158 4905', 'email': 'Alongs2016@163.com', 'country': 'China'}]"
2724,project_proponents,"[{'organization_name': 'Yanting Agricultural Tourism Investment Management Co., Ltd.', 'telephone': '13890189089', 'email': 'yantinglyth@163.com', 'country': 'China'}]"
2726,project_proponents,"[{'organization_name': 'Ambipar Group', 'telephone': '11986222122', 'email': 'joao.valente@ambipar.com', 'country': 'Brazil'}]"
2727,project_proponents,"[{'organization_name': 'Dahua Yao Autonomous County State owned Assets Investment Management Co., Ltd.', 'telephone': '07785821016', 'email': 'dahualyth@163.com', 'state/city': 'Yao', 'country': 'China'}]"
2729,project_proponents,"[{'organization_name': 'Xingren Lishuping State owned Forest Farm', 'telephone': '18085933880', 'email': 'Xingrenlyth@163.com', 'country': 'China'}]"
2743,project_proponents,"[{'organization_name': 'Xingren Lishuping State owned Forest Farm', 'telephone': '18085933880', 'email': 'Xingrenlyth@163.com', 'country': 'China'}]"
2744,project_proponents,"[{'organization_name': 'El Retiro S.A.', 'state/city': 'Retiro'}]"
2746,project_proponents,"[{'organization_name': 'Guangzhou LEO-KING Environmental Technology Co., Ltd.', 'state/city': 'Guangzhou', 'country': 'China'}]"
2748,project_proponents,"[{'organization_name': 'Zhangye Academy of Forestry Sciences', 'state/city': 'Zhangye', 'country': 'China'}]"
2750,project_proponents,"[{'organization_name': 'Saving Nature, Inc.', 'state/city': 'Carolina', 'country': 'United States'}]"
2754,project_proponents,"[{'organization_name': 'EKI Energy Services Limited', 'telephone': '919907534900', 'email': 'registry@enkingint.org', 'state/city': 'Inđija', 'country': 'India'}]"
2756,project_proponents,"[{'organization_name': 'Gujarat Forest Department', 'state/city': 'Gujrāt', 'country': 'India'}]"
2757,project_proponents,"[{'organization_name': 'Gujarat Forest Department', 'state/city': 'Gujrāt', 'country': 'India'}]"
2758,project_proponents,"[{'organization_name': 'Gujarat Forest Department', 'state/city': 'Gujrāt', 'country': 'India'}]"
2759,project_proponents,"[{'organization_name': 'Gujarat Forest Department', 'state/city': 'Gujrāt', 'country': 'India'}]"
2760,project_proponents,"[{'organization_name': 'Kanaka Management Services Private Limited', 'email': 'info@kms-group.com', 'state/city': 'Inđija', 'country': 'India'}]"
2762,project_proponents,"[{'organization_name': 'Yonggui Energy Development Co., Ltd. Xintian Branch', 'telephone': '23019950', 'email': '3542346576@qq.com', 'country': 'China'}]"
2765,project_proponents,"[{'organization_name': 'Interholco AG', 'email': 'info@interholco.com', 'state/city': 'Baar', 'country': 'Switzerland'}]"
2769,project_proponents,"[{'organization_name': 'Hangzhou Chunmeng Agricultural Technology Co., Ltd', 'telephone': '+86 1876812098', 'email': 'chunmengny@163.com', 'state/city': 'Hangzhou', 'country': 'China'}]"
2770,project_proponents,"[{'organization_name': 'Hangzhou Chunmeng Agricultural Technology Co., Ltd', 'telephone': '+86 1876812098', 'email': 'chunmengny@163.com', 'state/city': 'Hangzhou', 'country': 'China'}]"
2771,project_proponents,"[{'organization_name': 'Hangzhou Chunmeng Agricultural Technology Co., Ltd', 'telephone': '+86 1876812098', 'email': 'chunmengny@163.com', 'state/city': 'Hangzhou', 'country': 'China'}]"
2790,project_proponents,"[{'organization_name': 'Suzano SA', 'state/city': 'Suzano', 'country': 'Brazil'}]"
2791,project_proponents,"[{'organization_name': 'WeAct Pty Ltd.', 'email': 'vivek@weact.com.au', 'country': 'Australia'}]"
2792,project_proponents,"[{'organization_name': 'Worldview International Foundation', 'telephone': '+94770288380', 'email': 'roar.fjortoft@wif.foundation', 'state/city': 'Yangon', 'country': 'Myanmar'}]"
2833,project_proponents,"[{'organization_name': 'CropZone Agro Forestry Private Limited', 'telephone': '9849602999', 'email': 'saibaba@cropzone.in', 'state/city': 'Inđija', 'country': 'India'}]"
2834,project_proponents,"[{'organization_name': 'WeForest ASBL', 'country': 'Belgium'}]"
2835,project_proponents,"[{'organization_name': 'MicroEnergy Credits Corp', 'telephone': '+919999997592', 'email': 'sriskandh@microenergycredits.com', 'state/city': 'Washington, D.C.', 'country': 'United States'}]"
2840,project_proponents,"[{'organization_name': 'Henan BCCY Environmental Energy CO.,LTD.', 'telephone': '86 371 6552', 'email': 'lwang@bccynewpower.com', 'state/city': 'Colorado', 'country': 'China'}]"
2842,project_proponents,"[{'organization_name': 'BlueMX Mangrove A.C.', 'telephone': '+52 984 745 5556', 'email': 'jlgarcia@bluemx.org', 'state/city': 'Mexico City', 'country': 'Mexico'}]"
2843,project_proponents,"[{'organization_name': 'Guizhou Zhongjian’yangchen Energy Investment Co., Ltd.', 'email': 'zjyc_energy@163.com', 'country': 'China'}]"
2845,project_proponents,"[{'organization_name': 'Guizhou Zhongjian’yangchen Energy Investment Co., Ltd.', 'email': 'zjyc_energy@163.com', 'country': 'China'}]"
2847,project_proponents,"[{'organization_name': 'Guizhou Zhongjian’yangchen Energy Investment Co., Ltd.', 'email': 'zjyc_energy@163.com', 'country': 'China'}]"
2849,project_proponents,"[{'organization_name': 'Guizhou Xinzhanxin Agricultural Technology Co., Ltd.', 'country': 'China'}]"
2850,project_proponents,"[{'organization_name': 'Guizhou Xinzhanxin Agricultural Technology Co., Ltd.', 'country': 'China'}]"
2851,project_proponents,"[{'organization_name': 'Guizhou Xinzhanxin Agricultural Technology Co., Ltd.', 'country': 'China'}]"
2852,project_proponents,"[{'organization_name': 'Burqin Jinhua Urban Construction and Investment Co.Ltd.', 'telephone': '23019950', 'email': '3542346576@qq.com', 'state/city': 'Jinhua', 'country': 'China'}]"
2853,project_proponents,"[{'organization_name': 'Guizhou Xinzhanxin Agricultural Technology Co., Ltd.', 'country': 'China'}]"
2854,project_proponents,"[{'organization_name': 'Guizhou Xinzhanxin Agricultural Technology Co., Ltd.', 'country': 'China'}]"
2855,project_proponents,"[{'organization_name': 'Guizhou Xinzhanxin Agricultural Technology Co., Ltd.', 'country': 'China'}]"
2856,project_proponents,"[{'organization_name': 'Guizhou Xinzhanxin Agricultural Technology Co., Ltd.', 'country': 'China'}]"
2857,project_proponents,"[{'organization_name': 'Kanaka Management Services Private Limited', 'email': 'info@kms-group.com', 'state/city': 'Inđija', 'country': 'India'}]"
2859,project_proponents,"[{'organization_name': 'Henan BCCY Environmental Energy CO.,LTD.', 'telephone': '86 371 6552', 'email': 'lwang@bccynewpower.com', 'state/city': 'Colorado', 'country': 'China'}]"
2865,project_proponents,"[{'organization_name': 'Yongcheng Hongqiao Environmental Protection Energy Co. Ltd.', 'state/city': 'Hongqiao', 'country': 'China'}]"
2867,project_proponents,"[{'organization_name': 'Om Organic Cotton Pvt. Ltd.', 'email': 'infoomcotton@gmail.com', 'state/city': 'Inđija', 'country': 'India'}]"
2871,project_proponents,"[{'organization_name': 'Ecológica Assessoria Ltda.', 'country': 'Brazil'}]"
2873,project_proponents,"[{'organization_name': 'NFC Green SpA', 'state/city': 'Green', 'country': 'Chile'}]"
2874,project_proponents,"[{'organization_name': 'NFC Green SpA', 'state/city': 'Green', 'country': 'Chile'}]"
2875,project_proponents,"[{'organization_name': 'Betia Trust', 'state/city': 'Varna', 'country': 'Bulgaria'}]"
2876,project_proponents,"[{'organization_name': 'Muyuan Foods Co., Ltd.', 'country': 'China'}]"
2877,project_proponents,"[{'organization_name': 'Wuhan Haimingsen Environmental Protection Technology Co., Ltd.', 'state/city': 'Wuhan', 'country': 'China'}]"
2878,project_proponents,"[{'organization_name': 'Future Carbon International LLC', 'state/city': 'Florida', 'country': 'United States'}]"
