,section_category,context,id,filename,type,value,question,value_orig
1167,project_description,"A.4.1.4. Detail of physical location, including information allowing the unique
identification of this project activity (maximum one page):
>>
CGN Inner Mongolia Zhurihe Phase I Wind Farm lies in the middle north part of Inner Mongolia
Autonomy Region of People’s Republic of China. It is located at the attitude 42°27’40’’ North and latitude
112°46’30’’. The average altitude of the project site is 1180 m above sea level. Figure 1 and 2 shows
respectively the location of Xilinguole City in China map and the project site in the map of Inner Mongolia
Autonomy Region.

PROJECT DESIGN DOCUMENT FORM (CDM PDD) - Version 03
CDM – Executive Board
page 4
Xinlinguole City
Figure 1. The map of P. R. China showing the location of Xinlinguole City
Project site
Figure 2. The map of Inner Mongolia Autonomy Region showing the project site

PROJECT DESIGN DOCUMENT FORM (CDM PDD) - Version 03
CDM – Executive Board
page 5",1182,1182_revised_pdd_clean_zhurihe_ref.1577.pdf,project_description,"{'project_state_province': 'Inner Mongolia', 'project_country': 'China'}","What is the project province, country, latitude, and longitude of this project?","{'project_state_province': 'Inner Mongolia', 'project_country': 'China', 'project_latitude': 42.46, 'project_longitude': 112.78}"
1168,project_proponents,"[['Organization name', None, None, '', 'Xuwen Xinpenggang Building Materials Co., Ltd.', ''], ['Contact person', None, None, '', 'Huichong Zhang', ''], ['', 'Title', '', '', 'Manager', ''], ['Address', 'Address', None, '', 'No. 166, Xuhai Road, Xucheng Street, Xuwen County, Zhanjiang', ''], [None, None, None, None, 'City, Guangdong Province, China.', None], ['', 'Telephone', '', '', '86-1383601888', ''], ['', 'Email', '', '', 'Xinpenggang168@sina.com', '']]
1.5 Project Proponent
Xuwen Xinpenggang Building Materials Co., Ltd. (hereinafter referred to as Xuwen
Xinpenggang) is a private entity and its core business involves agricultural scientific research
and experimental development, intelligent agricultural management, technology extension,
etc.",4100,4100_proj_desc_draft_4100_09jan2023.pdf,project_proponents,"[{'organization_name': 'Xuwen Xinpenggang Building Materials Co., Ltd.', 'country': 'China'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'Xuwen Xinpenggang Building Materials Co., Ltd.', 'country': 'China'}]"
1169,crediting period,"1.9 Project Crediting Period
This project adopts fixed crediting periods of 10 years. The crediting period is 10 years from 28-
March-2020 to 27-March-2030 (both days included).",3421,3421_vcs-pd-methane_avoidance_in_rice_cultivation_in_east_of_junshan_district.pdf,crediting period,"{'crediting_period_start': '2020-03-28', 'crediting_period_end': '2030-03-27'}",What are the start and end dates of the crediting period for this project?,"{'crediting_period_start': '2020-03-28', 'crediting_period_end': '2030-03-27'}"
1170,crediting period,"1.6 Project Crediting Period
The crediting period of the project activity is for 10 years which will be fixed in line with CDM
crediting period.
Thus PP chosen the fixed crediting period from 01-01-2013 to 31-12-2022.",1742,1742_pl1742_vcs_pd_hbpcl_v02_17042018_clean.pdf,crediting period,"{'crediting_period_start': '2013-01-01', 'crediting_period_end': '2022-12-31'}",What are the start and end dates of the crediting period for this project?,"{'crediting_period_start': '2013-01-01', 'crediting_period_end': '2022-12-31'}"
1171,project_description,"PROJECT DESIGN DOCUMENT FORM (CDM PDD) - Version 03
CDM – Executive Board 5
>>
Huitengliang, Xilinhot City
A.4.1.4. Detail of physical location, including information allowing the
unique identification of this project activity (maximum one page):
>>
The exact location of the project is defined using geographic coordinates obtained with a Global
Positioning System (GPS) receiver: E 116°13'30"" Longitude, N 43°29'46"" Latitude. These geographic
coordinates are for the centre of the wind farm.
Figure A.4.1.1 The location of Inner Mongolia in China

PROJECT DESIGN DOCUMENT FORM (CDM PDD) - Version 03
CDM – Executive Board 6
Project Site
Figure A.4.1.1 The location of Xilinhot inInner Mongolia

>>
According to Annex A of the Kyoto Protocol, this project fits in Sectoral Category 1, Energy Industries
(renewable/non renewable).
A.4.3. Technology to be employed by the project activity:
>>
The purpose of the Project is to use well established wind power generation technology for electricity
generation and transmission to generate low emissions electricity for the Grid thereby displacing CO 2
emissions from electricity generation from the Grid. The baseline scenario is the same as the scenario
existing prior to the start of the implementation of the project activity: electricity delivered to the Grid by
the project would have otherwise been generated by the operation of grid-connected power plants and by
the addition of new generation sources. The Grid includes the Beijing, Tianjin, Hebei, Shanxi, Shandong
and Inner Mongolia Provincial Power Grids.
The proposed project involves the installation of 66 wind turbines each of which with a rated capacity of
750kW, providing a total capacity of 49.5MW. The expected annual electricity supply to the grid is
119,226MWh. The height of the rotor hub of all turbines is 60m. As the wind resource in the area is
plentiful, and the average wind speed is relatively high, averaging7.9m/s at a height of 55m and 8.1m/s at
a height of 65m, the wind resources are sufficient to run a wind farm at the location.
The construction includes a 220kV step-up substation. The wind power to be generated will be delivered
to the 220kV step-up substation by 35kV transmission lines. The electricity will be delivered from the
220kV step-up substation to the existing Huitengliang 220kV transformer substation. From the 220 kV
substation the electricity generated will be transmitted to the Inner Mongolia Power Grid.
Details on the monitoring equipments and their location are given in section B.7.2. of the PDD.",556,556_proj_desc_556_29oct2009.pdf,project_description,{'project_country': 'China'},"What is the project province, country, latitude, and longitude of this project?","{'project_state_province': 'Inner Mongolia Autonomous Region', 'project_country': 'China', 'project_latitude': 43.5, 'project_longitude': 116.22}"
1172,project_proponents,"[['', 'Organization', '', 'Hangzhou Chunmeng Agricultural Technology Co., Ltd', None, None], [None, 'name', None, None, None, None], ['Contact person', None, None, '', 'Yuqian Zhang', ''], ['', 'Title', '', '', 'General Manager', ''], ['Address', 'Address', None, '', 'Room 415, Building 3, No. 16, Zhuantang Technology and Economic', ''], [None, None, None, None, 'Block, Xihu District, Hangzhou City, Zhejiang Province, China', None], ['', 'Telephone', '', '', '+86-1876812098', ''], ['', 'Email', '', '', 'chunmengny@163.com', '']]
1.5 Project Proponent
Hangzhou Chunmeng Agricultural Technology Co., Ltd (hereinafter referred to as Hangzhou
Chunmeng) is a company whose main business is agricultural technology research and crop
cultivation and management.",3686,3686_proj_desc_draft_3686_30aug2022.pdf,project_proponents,"[{'organization_name': 'Hangzhou Chunmeng Agricultural Technology Co., Ltd', 'telephone': '+86 1876812098', 'email': 'chunmengny@163.com', 'state/city': 'Hangzhou', 'country': 'China'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'Hangzhou Chunmeng Agricultural Technology Co., Ltd', 'telephone': '+86 1876812098', 'email': 'chunmengny@163.com', 'state/city': 'Hangzhou', 'country': 'China'}]"
1173,sector,"1.2 Sectoral Scope and Project Type
This grouped project corresponds to sectoral scope 14 AFOLU-Agriculture, Forestry and Other
Land Use, as an Afforestation, Reforestation and Revegetation (ARR). It aims to reforest non
forested lands, which are expected to remain non forested in the absence of the project, either
increasing vegetative cover through planting of commercial species, i.e. eucalyptus, and/or the
human-assisted natural regeneration of woody vegetation, i.e. regional native species.",3877,3877_sub_221025_lacan_vcs-project-description_under_development_25out.pdf,sector,{'project_sector': 'Forestry and Land Use'},"What is the project sector, either Renewable Energy or Forestry and Land Use?",{'project_sector': 'Forestry and Land Use'}
1174,sector,"A.4.2. Category (ies) of project activity:
The project activity falls under the sectoral Scope 1: Energy industries (renewable/non-renewable sources)
as per the sectoral scopes related approved methodologies. (version 05 Oct 06| 13:50)",101,101_pdd_0145a_khatauli_bagasse_071031.pdf,sector,{'project_sector': 'Renewable Energy'},"What is the project sector, either Renewable Energy or Forestry and Land Use?",{'project_sector': 'Renewable Energy'}
1175,project_proponents,"1.6 Project Proponent
6

[['Organization name', 'Zhenxiong YonderNewEnergyDevelopment Co.,Ltd'], ['Contact person', 'ChaoWang'], ['Title', 'ProjectManager'], ['Address', 'InsidetheofficeofRonganCoal Mine,Chenbeitun Community,\nZhenxiong County,Shaotong City,YunnanProvince'], ['Telephone', '+86-18303415669'], ['Email', 'wangchao@china-yonder.com']]
VCS Project Description Template, v4.4",5097,5097_vcs_pd_pcp_5097_22may2024.pdf,project_proponents,"[{'organization_name': 'Zhenxiong Yonder New Energy Development Co., Ltd', 'email': 'wangchao@china-yonder.com', 'country': 'China'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'Zhenxiong Yonder New Energy Development Co., Ltd', 'email': 'wangchao@china-yonder.com', 'country': 'China'}]"
1176,project_description,"1.12 Project Location
The project is located in Guangshui City of Suizhou City in Hubei Province, China. In 2021,
Guangshui City has jurisdiction over 13 towns. The geographical coordinates of the project
zone are between 113°31′and 114°07′ east longitude and between 31°23′ and32°
05′ north latitude.
The project is located in Guangshui City in Suizhou City, as shown in Figure 1-2. According
to VCS standard, Guangshui City are defined as the project zone, and the rice paddies
applied intermittent flooded water regime in Guangshui City are defined as the project area.
Please refer to Section 3.3 for the boundaries of the project area and project zone is shown
in Figure 1-2, and the KML file has also been submitted.
8 The ex-ante investigation report mainly investigated the natural environment, farmers' income,
and rice planting status in the project area before the project started, such as rice cultivation
system, water management practice, straw utilization, and fertilizer use, etc.
9 Suizhou Agricultural Bureau is the superior department in charge of Guangshui Agricultural Bureau
11

Project Description: VCS Version 4.1
Hubei Province
Figure 1-1 The map of China
Figure 1-2 The map of project zone Guangshui City in Suizhou City of
Hubeiprovince",3882,3882_proj_desc_draft_3882_12oct2022.pdf,project_description,"{'project_state_province': 'Hubei Province', 'project_country': 'China'}","What is the project province, country, latitude, and longitude of this project?","{'project_state_province': 'Hubei Province', 'project_country': 'China', 'project_latitude': 31.4, 'project_longitude': 113.54}"
1177,crediting period,1.10 Project Crediting Period 32,5118,5118_vcs_pd_draft_5118_05jun2024.pdf,crediting period,No relevant information found in context,What are the start and end dates of the crediting period for this project?,"{'crediting_period_start': '2023-04-21', 'crediting_period_end': '2043-04-20'}"
1178,project_description,"1.9 Project Location
The proposed project activity is located at Kondapalli Industrial Development Area in Andhra
Pradesh. The project activity is located in a plot of area 132 acres. Kondapalli railway station is
v3.2 4

PROJECT DESCRIPTION : VCS Version 3
approximately 1km from the site and the nearest Airport is at Gannavaram at about 35 kms from
the plant. The proposed project site is at a latitude of 16 38’30.10” N and at a longitude of 80
33’05.33” E.
Andhra Pradesh",1261,"1261_vcs_project_description,_1.0.pdf",project_description,{'project_state_province': 'Andhra Pradesh'},"What is the project province, country, latitude, and longitude of this project?","{'project_state_province': 'Andhra Pradesh', 'project_country': 'India', 'project_latitude': 16.64, 'project_longitude': 80.55}"
1179,methodology,"2.1 Title and reference of the VCS methodology applied
to the project activity and explanation of methodology
choices:
 Category AMS-I.E: Switch from Non–Renewable Biomass for Thermal
Application by the User – Version 01 from February 1st of 2008
onwards.
The amount of non-renewable biomass (By) will be determined according to
the option “a” of the applied methodology.
The project’s emissions from the combustion of native wood from
deforestation areas are accounted in the same way as fossil fuel
combustion, once it is not renewable and emits CO2.",202,202_proj_desc_202_11nov2009.pdf,methodology,{'project_methodologies': ['AMS-I.E.']},What is the methodology of this project?,{'project_methodologies': ['AMS-I.E.']}
1180,methodology,"3.1 Title and Reference of Methodology
In accordance to the Appendix B of the simplified modalities and procedure for small scale
CDM project activities the project activity is considered under. Type: I (Renewable energy
project). Category: AMS-I.C. Version: 15. Title: Thermal energy production with or without
electricity. Sectoral Scope 1",2445,2445_2445_vcs__pdd_updated.pdf,methodology,{'project_methodologies': ['AMS-I.C.']},What is the methodology of this project?,{'project_methodologies': ['AMS-I.C.']}
1181,project_description,"1.9 Project Location
The project is in Tieling City, Liaoning Province, P. R. China. The geographical coordinates of the
project are east longitude from 123.54~124.44 and North latitude from 42.55~42.483. The figure 1
shows the geographical location of the proposed project.
v3.3 5

PROJECT DESCRIPTION : VCS Version 3
Figure 1. The location of the project",1951,1951_vcs_pd_chagntu_wind_cdm7800_v2_clean.pdf,project_description,"{'project_country': 'China', 'project_latitude': 42.55, 'project_longitude': 123.54}","What is the project province, country, latitude, and longitude of this project?","{'project_country': 'China', 'project_latitude': 42.55, 'project_longitude': 123.54}"
1182,crediting period,"1.6 Project Crediting Period
Crediting Period Start date: 28-March-2016
Crediting Period End date: 27-March-2026
The project activity adopts renewable crediting period of 10 years period which can be renewed for
maximum 2 times.",1679,1679_vcs_bundle_joint_pd__mr_v3_19022018_clean.pdf,crediting period,"{'crediting_period_start': '2016-03-28', 'crediting_period_end': '2026-03-27'}",What are the start and end dates of the crediting period for this project?,"{'crediting_period_start': '2016-03-28', 'crediting_period_end': '2026-03-27'}"
1183,project_description,"[['Sr.\nNo.', 'Location\nNo.', 'Village', 'Taluka', 'District', 'Latitude\n(N)', 'Longitude\n(E)'], ['1', 'M-70 (SE)', 'Karwakhedi', 'Agar', 'Shajapur', '24.214597', '75.535449'], ['2', 'M-76 (DD)', 'Karwakhedi', 'Agar', 'Shajapur', '24.206511', '75.543805'], ['3', 'M-71 (AD)', 'Karwakhedi', 'Agar', 'Shajapur', '24.25593', '75.505291'], ['4', 'M-77 (SND)', 'Karwakhedi', 'Agar', 'Shajapur', '24.268863', '75.425746'], ['5', 'TAL-001', 'Muthuvaku\nntla', 'Dharmavar\nam', 'Anathpur', '15.160386', '77.923416'], ['6', 'TEJ-007', 'Kanvi', 'Gadag', 'Gadag', '15.330585', '75.58688'], ['7', 'TSG-01', 'Rajapuri', 'Satara', 'Satara', '17.315861', '73.816667'], ['8', 'TSG-02', 'Rajapuri', 'Satara', 'Satara', '17.329111', '73.793806'], ['8', 'TSG-03', 'Rajapuri', 'Satara', 'Satara', '17.318611', '73.825972'], ['9', 'TSG-04', 'Revande', 'Satara', 'Satara', '17.314694', '73.831056'], ['10', 'TSG-07', 'Revande', 'Satara', 'Satara', '17.329111', '73.793806'], ['11', 'BLG-117', 'Karwakhedi', 'Agar', 'Shajapur', '24.268863', '75.425746'], ['12', 'BLG-118', 'Karwakhedi', 'Agar', 'Shajapur', '24.217705', '75.511571'], ['13', 'BLG-119', 'Karwakhedi', 'Agar', 'Shajapur', '24.206511', '75.543805'], ['14', 'BLG-120', 'Karwakhedi', 'Agar', 'Shajapur', '24.204167', '75.545213'], ['15', 'BLG-121\n(DE)', 'Karwakhedi', 'Agar', 'Shajapur', '24.214597', '75.535449'], ['16', 'BLG-094\n(KD)', 'Karwakhedi', 'Agar', 'Shajapur', '24.211649', '75.541464'], ['17', 'BLG-095\n(SND)', 'Karwakhedi', 'Agar', 'Shajapur', '24.26094', '75.503291'], ['18', 'CKS-06\n(SND)', 'Karwakhedi', 'Agar', 'Shajapur', '24.25593', '75.505291'], ['19', 'CKS-09 (DE)', 'Karwakhedi', 'Agar', 'Shajapur', '24.214597', '75.535449'], ['20', 'M-70 (SE)', 'Karwakhedi', 'Agar', 'Shajapur', '24.217705', '75.511571']]
1.9 Project Location",1534,1534_proj_desc_pl1534_21mar2016.pdf,project_description,"{'project_latitude': 24.21, 'project_longitude': 75.54}","What is the project province, country, latitude, and longitude of this project?","{'project_country': 'India', 'project_latitude': 24.21, 'project_longitude': 75.54}"
1184,sector,"1.2 Sectoral Scope and Project Type
Project type: Renewable energy projects
Sectoral Scope: 1- Energy Industries (renewable/non-renewable sources).
Project category: D. Electricity generation for a system.
v3.3 4

PROJECT DESCRIPTION : VCS Version 3",1693,1693_vcs_pd_v02_29082017.pdf,sector,{'project_sector': 'Renewable Energy'},"What is the project sector, either Renewable Energy or Forestry and Land Use?",{'project_sector': 'Renewable Energy'}
1185,project_proponents,"[['Organization name', None, None, '', 'Chongqing Gengfang Agricultural Development Co., Ltd.', ''], ['Contact person', None, None, '', 'Zhang Hong', ''], ['', 'Title', '', '', 'Project Leader', ''], ['', 'Address', '', '', 'Room 401, 60 Huju Road, Yuzhong District, Chongqing City, China.', ''], ['', 'Telephone', '', '', '+86-13816428661', ''], ['', 'Email', '', '', 'gf_mail@163.com', '']]
1.5 Project Proponent",3860,3860_vcs_proj_desc_pcp_3860_07nov2022.pdf,project_proponents,"[{'organization_name': 'Chongqing Gengfang Agricultural Development Co., Ltd.', 'telephone': '13816428661', 'email': 'gf_mail@163.com', 'state/city': 'Chongqing', 'country': 'China'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'Chongqing Gengfang Agricultural Development Co., Ltd.', 'telephone': '13816428661', 'email': 'gf_mail@163.com', 'state/city': 'Chongqing', 'country': 'China'}]"
1186,methodology,"[['Type\n(methodology,\ntoolormodule).', 'ReferenceID,\nifapplicable', 'Title', 'Version'], ['Methodology', 'ACM0008', 'Abatementofmethanefrom coal mines', '08.0'], ['TOOL', '02', 'Combined tool to identify the baseline\nscenarioanddemonstrateadditionality', '07.0'], ['TOOL', '05', 'Baseline, project and/or leakage emissions\nfrom electricity consumption and monitoring\nofelectricitygeneration', '03.0'], ['TOOL', '07', 'Tool to calculate the emission factor for an\nelectricitysystem', '07.0'], ['TOOL', '24', 'Commonpractice', '03.1'], ['TOOL', '27', 'Investment analysis', '12.0']]
3.1 Title and Reference of Methodology",5097,5097_vcs_pd_pcp_5097_22may2024.pdf,methodology,{'project_methodologies': ['ACM0008']},What is the methodology of this project?,{'project_methodologies': ['ACM0008']}
1187,sector,"A.4.2. Category(ies) of project activity:
The project activity falls within Sectoral Scope 1: Energy Industries.
- Electricity generation from renewable energy (hydropower)",945,945_cdm_pdd.pdf,sector,{'project_sector': 'Renewable Energy'},"What is the project sector, either Renewable Energy or Forestry and Land Use?",{'project_sector': 'Renewable Energy'}
1188,project_proponents,"[['Organization name', None, None, 'Inner Mongolia Chengyao Grassland, Forestry and Animal Husbandry\nEcological Technology Co., Ltd.'], ['', 'Contact person', '', 'Wang Fang'], ['', 'Title', '', 'Project Manager'], ['Address', 'Address', None, 'Building 2, Fuli Mingyuan Residential Community, Saihan District,\nHohhot City, Inner Mongolia Autonomous Region, China'], ['', 'Telephone', '', '+86-1894716821'], ['', 'Email', '', 'chengyaogfa@163.com']]
2.1.3 Project Proponent (G1.1)",4766,4766_tamusu_improved_grassland_management_project_project_description_v01_clean(1).pdf,project_proponents,"[{'organization_name': 'Inner Mongolia Chengyao Grassland, Forestry and Animal Husbandry Ecological Technology Co., Ltd.', 'telephone': '+86-1894716821', 'email': 'chengyaogfa@163.com', 'country': 'China'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'Inner Mongolia Chengyao Grassland, Forestry and Animal Husbandry Ecological Technology Co., Ltd.', 'telephone': '+86-1894716821', 'email': 'chengyaogfa@163.com', 'country': 'China'}]"
1189,project_description,"1.9 Project Location
The geographic coordinates of the plant are:
Site Latitude: 43.448008º or in degrees 43º56’22.83 N
Site Longitude: 28.454943º or in degrees 28º27’17.80 E
The Saint Nikola Wind Farm project is located in the Municipality of Kavarna, Bulgaria. The area
of the project site is approximately 6,000 hectares (60 km2). The site of the Project is situated on
the community land of the villages of Bulgarevo, Sveti Nikola, Hadji Dimitar, Rakovski and
Porouchik Chounchevo, (see Figure below)
v3.2 8

PROJECT DESCRIPTION : VCS Version 3",1258,1258_2._saint_nikola_wind_farm_vcs_pd.pdf,project_description,"{'project_country': 'Bulgaria', 'project_longitude': 28.45}","What is the project province, country, latitude, and longitude of this project?","{'project_state_province': 'Dobrich', 'project_country': 'Bulgaria', 'project_latitude': 43.45, 'project_longitude': 28.45}"
1190,project_description,"1.13 Additional Information Relevant to the Project
Eligibility Criteria
As per the section 3.4.9 of the VCS standard (v3.6), Eligibility Criteria shall be
demonstrated for grouped projects. The current project activity is not a grouped project;
hence no specific set of eligibility criteria has been included.
Leakage Management
The project activity involves harnessing of wind energy and its conversion to electricity.
The project activity has been registered with the methodology “AMS I.D version 14” and
the renewal of crediting period is assessed with the latest version of the methodology, i.e.
18; which confirms that there is no project emission for the project activity.
Thus, project activity does not lead to any leakage; hence there is no leakage
management plan or risk mitigation measures are required.
Commercially Sensitive Information
There is no commercially sensitive information that has been excluded from the public
version of the project description. PP would like to confirm that all information related to
Baseline and Additionality of the project had been demonstrated in the registered VCS
PD.
Sustainable Development
v3.3 10

PROJECT DESCRIPTION : VCS Version 3
The National CDM Authority (NCDMA), the Designated National Authority (DNA) for
Government of India (GoI), has stipulated four indicators of sustainable development in
pursuant to their approval guidelines for Clean Development Mechanism (CDM) projects
from India. This project activity under VCS also contributes towards these sustainable
development indicators, as follows:
Social well-being:
(cid:1) The project activity has been contributing to socio-economic development in the
region through improving the infrastructure for road network and other mode of
communications in the remote part of the state during both the construction and
operational phases.
(cid:1) The project activity has been supporting to alleviate poverty by means of direct
and indirect benefits through employment generation and improved economic
activities by strengthening of local grid of the state electricity utility. Thus,
contributes to the livelihood of the society.
Environmental well-being:
(cid:1) The project activity utilizes renewable energy source for electricity generation
instead of fossil fuel based electricity generation which would have emitted
gaseous, liquid and/or solid effluents/wastes. Thus, the project causes no
negative impact on the surrounding environment and contributes to
environmental well-being.
(cid:1) The project activity contributes towards reduction of the GHG emissions as well
as emission of pollutants like SOx, Suspended Particulate Matters (SPMs) etc.
as in absence of the project an equivalent amount of power (for captive
consumption) would have been drawn from Grid which is pre-dominantly
supplied by fossil fuel based power plants associated with high level of SOx,
NOx, SPMs etc.
Economic well-being:
(cid:1) The project generates electricity utilizing renewable source, i.e. wind. Thus it will
increase the contribution of renewable based power generation in the region and
will also help in reducing the demand - supply gap of the respective grid.
(cid:1) The project activity involves substantial amount of investment, manpower,
operational amenities etc. Thus it contributes towards generation of direct and
indirect employment opportunities as per the requirement of the skilled and semi-
skilled manpower, both during construction and operational phase.
(cid:1) Use of a renewable source of energy reduces the dependence on imported fossil
fuels and associated price variation, which leads to economic stability of the
nation. Also, it leads to increased energy security.
v3.3 11

PROJECT DESCRIPTION : VCS Version 3
Technological well-being:
(cid:1) Increased interest in wind energy projects will further push R&D efforts by
technology providers to develop more efficient and better machinery in future.
(cid:1) Clean energy development is a national need. The project activity promoting a
clean energy technology which encourages govt. to adopt more and more
technically advance practices and thus lead to an overall technological wellbeing.
Further Information
No additional information is discussed under the section 1.16 of the registered VCS PD.
2 APPLICATION OF METHODOLOGY",682,682_vcs_project_description_version_01_dated_20.03.2017.pdf,project_description,{'project_country': 'India'},"What is the project province, country, latitude, and longitude of this project?","{'project_state_province': 'Tamil Nadu', 'project_country': 'India', 'project_latitude': 10.61, 'project_longitude': 77.16}"
1191,project_description,"1.9 Project Location
The proposed project activity is located in Madian Village, Yuxi Town, northeast of Dangyang City, central
of Hubei Province, P. R. China. The project has geographical coordinates with east longitude 111°57′38″
and north latitude 31°01′56″. Geographical location of the project is shown in Figure A1.
Figure A1. The proposed project in the map of Hubei Province",1033,1033_vcs_project_description__dangyang_v03.pdf,project_description,"{'project_state_province': 'Hubei Province', 'project_country': 'China'}","What is the project province, country, latitude, and longitude of this project?","{'project_state_province': 'Hubei Province', 'project_country': 'China', 'project_latitude': 31.03, 'project_longitude': 111.96}"
1192,sector,"1.2 Sectoral Scope and Project Type
The Carpathia Forest Carbon Project is part of sectoral scope 14, Agriculture, Forestry, and Other Land
Uses (AFOLU). Within this category, the project follows an Improved Forest Management (IFM) approach
from Logged to Protected Forest (LtPF). The project is grouped.
4

Project Description: VCS Version 4.1",3280,3280_vcs-project-description-template-v4.1_(clean).pdf,sector,{'project_sector': 'Forestry and Land Use'},"What is the project sector, either Renewable Energy or Forestry and Land Use?",{'project_sector': 'Forestry and Land Use'}
1193,project_proponents,"[['', 'Organization name', '', 'EKI Energy Services Ltd.', None, None], ['', 'Contact person', '', 'Manish Dabkara', None, None], ['', 'Title', '', 'MD & CEO', None, None], ['', 'Address', '', '', 'EnKing Embassy, Plot 48, behind vrindavan hotel, Part II, Vijay Nagar,', ''], ['', None, None, None, 'Indore, Madhya Pradesh, India - 452010', None], ['', 'Telephone', '', '+91-731-4289086', None, None], ['', 'Email', '', '', 'moonis@enkingint.org, registry@enkingint.org', '']]
1.5 Project proponent
8",2531,2531_vcs-pd-grouped_forest_project_eki_7_oct_2021_clean_version.pdf,project_proponents,"[{'organization_name': 'EKI Energy Services Limited', 'telephone': '919907534900', 'email': 'registry@enkingint.org', 'state/city': 'Inđija', 'country': 'India'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'EKI Energy Services Limited', 'telephone': '919907534900', 'email': 'registry@enkingint.org', 'state/city': 'Inđija', 'country': 'India'}]"
1194,project_description,"[['Town', 'longitude', 'latitude'], ['Baiyi', '106.9713°E', '26.8221°N'], ['Dongfeng', '106.9394°E', '26.6282°N'], ['Jinhua', '106.9666°E', '26.5888°N'], ['Pianpo', '106.9566°E', '26.6500°N'], ['Shuitian', '106.9425°E', '26.7438°N'], ['Xiaba', '106.9333°E', '26.7111°N'], ['Xinbao', '106.9500°E', '26.9000°N'], ['Xinchang', '106.9433°E', '26.8352°N'], ['Yangchang', '106.9799°E', '26.8421°N'], ['Yongle', '106.9611°E', '26.6138°N'], ['Zhuchang', '107.0500°E', '26.5333°N'], ['Gaoxinban', '106.9463°E', '26.6210°N']]
1.9 Project Location
The proposed project is sited on Qianzhong District, located in Wudang and Huaxi District,
Guiyang City, Guizhou Province. The geographical coordinates of the Wudang District are east
longitude 106.9333°-107.0500°and north latitude 26 .5333°-26.9000°. The geographical
coordinates of the Huaxi District are east longitude 106.4500°-106.8833°and north latitude
26.1833°-26.5667°.
Table 1 the location of the Project counties in Wudang
Table 2 the location of the Project counties in Huaxi
v3.2 5

[['Town', 'longitude', 'latitude'], ['Dangwu', '106.5888°E', '26.3924°N'], ['Gaopo', '106.8833°E', '26.2991°N'], ['Guizhu', '106.6724°E', '26.4416°N'], ['Huchao', '106.5249°E', '26.4616°N'], ['Maling', '106.5958°E', '26.2799°N'], ['Maiping', '106.5416°E', '26.4860°N'], ['Mengguan', '106.7444°E', '26.1833°N'], ['Qiantao', '106.4500°E', '26.3444°N'], ['Jiuan', '106.7402°E', '26.3277°N'], ['Qingyan', '106.6902°E', '26.3338°N'], ['Qingxi', '106.6777°E', '26.4402°N'], ['Yanlou', '106.6083°E', '26.3254°N'], ['Shiban', '106.5888°E', '26.5667°N'], ['Xibei', '106.7058°E', '26.4405°N'], ['Xiaobi', '106.5732°E', '26.4291°N']]
PROJECT DESCRIPTION : VCS Version 3",1245,1245_proj_desc_pl1245_20nov2013.pdf,project_description,"{'project_state_province': 'Guizhou Province', 'project_latitude': 26.53, 'project_longitude': 106.93}","What is the project province, country, latitude, and longitude of this project?","{'project_state_province': 'Guizhou Province', 'project_country': 'China', 'project_latitude': 26.53, 'project_longitude': 106.93}"
1195,project_description,"1.12 Project Location
The project is located in Bijie City, Guizhou Province, China, covering Weining County, which is
under the jurisdiction of Bijie City. The geographical coordinates of the project are between
105°36' E-106°43' E and 26°21' N-27°46' N.
The location of the project activity in Bijie City is illustrated in Figure 1-2. According to VCS
standard, v4.2, the project zone is covering Bijie City and Weining County, and the rice paddies
applied intermittently flooded water method within the project zone are the areas of the project.
Please refer to Section 3.3 for the boundaries of the project zone is shown in Figure 1-3, and the
KML file has also been submitted.
Figure 1-1 The location of Guizhou Province in Figure 1-2 The location of the Project Zone in
China Guizhou Province
10

Project Description: VCS Version 4.1
Figure 1-3 The Project Areas in the Project Zone",3091,3091_wumeng_vcs-project-description-template-v4.1.pdf,project_description,"{'project_state_province': 'Guizhou Province', 'project_country': 'China'}","What is the project province, country, latitude, and longitude of this project?","{'project_state_province': 'Guizhou Province', 'project_country': 'China', 'project_latitude': 26.98, 'project_longitude': 105.98}"
1196,crediting period,"1.9 Project Crediting Period
The project crediting period will be of 30 years starting from 2019 to 2049 and the crediting
intervalisfiveyears.15October2019to14October2049.",3661,3661_moradabad_circle_vcs_project_description_230123.pdf,crediting period,"{'crediting_period_start': '2019-10-15', 'crediting_period_end': '2049-10-14'}",What are the start and end dates of the crediting period for this project?,"{'crediting_period_start': '2019-10-15', 'crediting_period_end': '2049-10-14'}"
